,cl,percent,sample_loc,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.2,10,mean,CS,ROPE,0.2,TRUE,FALSE,FALSE,LS,-1.09,0.073,-0.138,0.202
0,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,LT,-16.794,0.212,-0.538,0.24
1,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,ID,-13.02,0.194,-0.312,0.22
2,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,TRUE,LS,-15.784,0.206,-0.472,0.235
0,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,LT,-1.674,0.081,-0.331,0.229
1,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,ID,-2.917,0.103,-0.471,0.232
2,0.2,10,mean,CS,ROPE,0.2,FALSE,TRUE,FALSE,LS,-1.612,0.08,-0.356,0.232
0,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,LT,-17.584,0.219,-0.543,0.239
1,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,ID,-16.022,0.212,-0.438,0.238
2,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,TRUE,LS,-16.837,0.214,-0.5,0.234
0,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,LT,-0.917,0.072,-0.146,0.21
1,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.426,0.094,-0.329,0.224
2,0.2,10,mean,CS,ROPE,0.2,FALSE,FALSE,FALSE,LS,-0.879,0.072,-0.198,0.212
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-10.152,0.168,0.785,0.084
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-9.426,0.156,0.81,0.084
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-9.828,0.164,0.776,0.087
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-10.152,0.168,0.785,0.084
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-9.426,0.156,0.81,0.084
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-9.828,0.164,0.776,0.087
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-10.152,0.168,0.785,0.084
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-9.426,0.156,0.81,0.084
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-9.828,0.164,0.776,0.087
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-10.152,0.168,0.785,0.084
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-9.426,0.156,0.81,0.084
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-9.828,0.164,0.776,0.087
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-26.09,0.26,-2.1,0.343
1,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-26.462,0.265,-2.309,0.347
2,0.2,10,mean,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-26.715,0.263,-2.189,0.347
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-15.314,0.203,0.696,0.103
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-13.03,0.188,0.823,0.082
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-15.02,0.2,0.714,0.1
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-15.314,0.203,0.696,0.103
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-13.03,0.188,0.823,0.082
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-15.02,0.2,0.714,0.1
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-15.314,0.203,0.696,0.103
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-13.03,0.188,0.823,0.082
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-15.02,0.2,0.714,0.1
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-15.314,0.203,0.696,0.103
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-13.03,0.188,0.823,0.082
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-15.02,0.2,0.714,0.1
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-16.939,0.215,0.052,0.194
1,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-16.019,0.216,0.088,0.189
2,0.2,10,mean,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-16.792,0.214,0.047,0.195
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.316,0.224,0.332,0.154
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-17.86,0.217,0.422,0.153
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-19.133,0.224,0.334,0.154
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.316,0.224,0.332,0.154
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-17.86,0.217,0.422,0.153
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-19.133,0.224,0.334,0.154
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-19.316,0.224,0.332,0.154
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-17.86,0.217,0.422,0.153
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-19.133,0.224,0.334,0.154
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-19.316,0.224,0.332,0.154
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-17.86,0.217,0.422,0.153
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-19.133,0.224,0.334,0.154
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.158,0.204,0.588,0.123
1,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-11.925,0.183,0.73,0.104
2,0.2,10,mean,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-14.956,0.201,0.605,0.12
0,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LT,-16.498,0.21,-0.564,0.245
1,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,ID,-16.121,0.203,-0.479,0.24
2,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LS,-15.808,0.205,-0.512,0.242
0,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LT,-1.176,0.078,-0.067,0.208
1,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,-2.498,0.097,-0.228,0.212
2,0.2,10,mean,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,-1.156,0.077,-0.094,0.208
0,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,-15.086,0.205,-0.314,0.222
1,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,-11.47,0.178,-0.147,0.208
2,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,-14.293,0.199,-0.262,0.215
0,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,-0.418,0.061,0.024,0.194
1,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,-1.453,0.08,-0.088,0.203
2,0.2,10,mean,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,-0.491,0.063,-0.017,0.196
0,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-11.154,0.177,-0.057,0.207
1,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-10.722,0.176,-0.119,0.208
2,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-10.224,0.172,-0.02,0.204
0,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,-0.978,0.072,-0.222,0.217
1,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,-2.56,0.096,-0.316,0.224
2,0.2,10,mean,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,-1.068,0.074,-0.27,0.22
0,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-11.923,0.18,-0.483,0.221
1,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-9.705,0.16,-0.354,0.213
2,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-11.215,0.176,-0.436,0.22
0,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,-1.342,0.077,-0.166,0.213
1,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,-2.706,0.095,-0.28,0.218
2,0.2,10,mean,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,-1.334,0.078,-0.194,0.214
0,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,-15.266,0.205,-0.26,0.22
1,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,-14.192,0.2,-0.267,0.218
2,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,-14.552,0.2,-0.197,0.216
0,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LT,-0.81,0.07,-0.25,0.211
1,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,ID,-2.548,0.096,-0.323,0.217
2,0.2,10,mean,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LS,-0.894,0.071,-0.262,0.212
0,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LT,-15.626,0.209,0.004,0.2
1,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,ID,-13.916,0.198,0.047,0.192
2,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LS,-15.174,0.205,0.05,0.196
0,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LT,-1.043,0.074,-0.142,0.208
1,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,ID,-1.728,0.086,-0.212,0.21
2,0.2,10,mean,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LS,-1.08,0.073,-0.196,0.21
0,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LT,-15.135,0.206,-0.19,0.214
1,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,ID,-12.472,0.186,-0.096,0.206
2,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LS,-14.221,0.2,-0.145,0.209
0,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LT,-0.891,0.071,-0.182,0.208
1,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,ID,-2.21,0.091,-0.302,0.22
2,0.2,10,mean,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LS,-0.855,0.071,-0.222,0.211
0,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LT,-17.126,0.212,-0.394,0.238
1,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,ID,-13.208,0.195,-0.28,0.225
2,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LS,-15.797,0.204,-0.33,0.232
0,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LT,-0.757,0.068,-0.24,0.221
1,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,ID,-1.882,0.084,-0.313,0.224
2,0.2,10,mean,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LS,-0.82,0.07,-0.297,0.224
0,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LT,-18.867,0.226,-0.398,0.234
1,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,ID,-16.855,0.218,-0.325,0.226
2,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LS,-17.903,0.222,-0.332,0.229
0,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LT,-0.368,0.059,-0.118,0.208
1,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,ID,-1.612,0.08,-0.253,0.213
2,0.2,10,mean,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LS,-0.326,0.058,-0.126,0.211
0,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LT,-19.777,0.228,-0.583,0.234
1,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,ID,-17.786,0.22,-0.498,0.228
2,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LS,-18.92,0.223,-0.544,0.228
0,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LT,-1.015,0.074,-0.132,0.212
1,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,ID,-2.127,0.093,-0.268,0.213
2,0.2,10,mean,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LS,-1.113,0.074,-0.164,0.213
0,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LT,-12.885,0.192,-0.114,0.206
1,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,ID,-11.454,0.184,-0.083,0.202
2,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LS,-11.954,0.186,-0.07,0.201
0,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LT,-1.006,0.071,-0.142,0.208
1,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,ID,-2.064,0.089,-0.175,0.214
2,0.2,10,mean,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LS,-1.021,0.072,-0.182,0.208
0,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LT,-18.18,0.221,-0.432,0.232
1,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,ID,-15.205,0.206,-0.346,0.226
2,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LS,-17.136,0.214,-0.372,0.228
0,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LT,-1.462,0.082,-0.208,0.22
1,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,ID,-2.564,0.096,-0.304,0.223
2,0.2,10,mean,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LS,-1.46,0.083,-0.26,0.222
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-12.574,0.186,0.774,0.09
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-10.202,0.172,0.876,0.067
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-12.386,0.184,0.77,0.092
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-12.574,0.186,0.774,0.09
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-10.202,0.172,0.876,0.067
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-12.386,0.184,0.77,0.092
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-12.574,0.186,0.774,0.09
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-10.202,0.172,0.876,0.067
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-12.386,0.184,0.77,0.092
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-12.574,0.186,0.774,0.09
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-10.202,0.172,0.876,0.067
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-12.386,0.184,0.77,0.092
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-11.735,0.182,0.479,0.136
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-11.68,0.175,0.506,0.136
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-11.561,0.182,0.447,0.142
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-11.735,0.182,0.479,0.136
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-11.68,0.175,0.506,0.136
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-11.561,0.182,0.447,0.142
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-11.735,0.182,0.479,0.136
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-11.68,0.175,0.506,0.136
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-11.561,0.182,0.447,0.142
0,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-11.735,0.182,0.479,0.136
1,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-11.68,0.175,0.506,0.136
2,0.2,10,closest,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-11.561,0.182,0.447,0.142
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-15.896,0.206,0.62,0.115
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-14.065,0.196,0.724,0.105
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-15.704,0.203,0.618,0.115
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-15.896,0.206,0.62,0.115
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-14.065,0.196,0.724,0.105
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-15.704,0.203,0.618,0.115
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-15.896,0.206,0.62,0.115
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-14.065,0.196,0.724,0.105
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-15.704,0.203,0.618,0.115
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-15.896,0.206,0.62,0.115
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-14.065,0.196,0.724,0.105
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-15.704,0.203,0.618,0.115
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-14.835,0.199,0.868,0.067
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-12.739,0.184,0.991,0.017
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-14.758,0.198,0.87,0.068
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-14.835,0.199,0.868,0.067
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-12.739,0.184,0.991,0.017
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-14.758,0.198,0.87,0.068
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-14.835,0.199,0.868,0.067
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-12.739,0.184,0.991,0.017
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-14.758,0.198,0.87,0.068
0,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-14.835,0.199,0.868,0.067
1,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-12.739,0.184,0.991,0.017
2,0.2,10,closest,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-14.758,0.198,0.87,0.068
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.97,0.228,0.268,0.16
1,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.331,0.22,0.325,0.161
2,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-20.034,0.228,0.254,0.162
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.97,0.228,0.268,0.16
1,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.331,0.22,0.325,0.161
2,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-20.034,0.228,0.254,0.162
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-19.97,0.228,0.268,0.16
1,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-18.331,0.22,0.325,0.161
2,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-20.034,0.228,0.254,0.162
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-19.97,0.228,0.268,0.16
1,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-18.331,0.22,0.325,0.161
2,0.2,10,closest,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-20.034,0.228,0.254,0.162
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.932,0.206,0.726,0.096
1,0.2,10,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-14.338,0.198,0.855,0.075
2,0.2,10,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-15.956,0.206,0.727,0.095
0,0.2,10,closest,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.932,0.206,0.726,0.096
