,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,LT,-31.708,0.292,-2.754,0.375
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,ID,-31.572,0.294,-2.738,0.373
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,False,LS,-32.073,0.294,-2.771,0.378
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,LT,-32.164,0.292,-2.738,0.376
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,ID,-32.138,0.294,-2.766,0.374
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,True,LS,-32.465,0.294,-2.758,0.377
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,LT,-32.164,0.292,-2.738,0.376
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,ID,-32.138,0.294,-2.766,0.374
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,True,False,LS,-32.465,0.294,-2.758,0.377
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,LT,-32.164,0.292,-2.738,0.376
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,ID,-32.138,0.294,-2.766,0.374
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,True,LS,-32.465,0.294,-2.758,0.377
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,LT,-32.164,0.292,-2.738,0.376
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,ID,-32.138,0.294,-2.766,0.374
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,False,False,False,LS,-32.465,0.294,-2.758,0.377
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,LT,-17.865,0.225,-0.054,0.204
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,ID,-17.888,0.224,-0.087,0.2
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,True,LS,-17.525,0.224,-0.07,0.206
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,LT,-17.865,0.225,-0.054,0.204
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,ID,-17.888,0.224,-0.087,0.2
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,True,False,LS,-17.525,0.224,-0.07,0.206
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,LT,-17.865,0.225,-0.054,0.204
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,ID,-17.888,0.224,-0.087,0.2
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,True,LS,-17.525,0.224,-0.07,0.206
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LT,-17.865,0.225,-0.054,0.204
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,ID,-17.888,0.224,-0.087,0.2
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,True,False,False,LS,-17.525,0.224,-0.07,0.206
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,LT,-16.321,0.216,-0.148,0.209
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,ID,-17.014,0.219,-0.118,0.206
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,True,LS,-16.312,0.216,-0.16,0.21
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,LT,-16.321,0.216,-0.148,0.209
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,ID,-17.014,0.219,-0.118,0.206
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,True,False,LS,-16.312,0.216,-0.16,0.21
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,LT,-16.321,0.216,-0.148,0.209
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,ID,-17.014,0.219,-0.118,0.206
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,True,LS,-16.312,0.216,-0.16,0.21
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,LT,-16.321,0.216,-0.148,0.209
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,ID,-17.014,0.219,-0.118,0.206
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.07,False,False,False,LS,-16.312,0.216,-0.16,0.21
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,LT,-18.822,0.226,0.227,0.164
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,ID,-17.069,0.215,0.32,0.156
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,True,LS,-18.764,0.226,0.236,0.163
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,LT,-18.822,0.226,0.227,0.164
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,ID,-17.069,0.215,0.32,0.156
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,True,False,LS,-18.764,0.226,0.236,0.163
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,LT,-18.822,0.226,0.227,0.164
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,ID,-17.069,0.215,0.32,0.156
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,True,LS,-18.764,0.226,0.236,0.163
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,LT,-18.822,0.226,0.227,0.164
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,ID,-17.069,0.215,0.32,0.156
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,True,False,False,LS,-18.764,0.226,0.236,0.163
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,LT,-18.186,0.226,0.064,0.182
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,ID,-17.6,0.219,0.138,0.177
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,True,LS,-18.12,0.226,0.082,0.182
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,LT,-18.186,0.226,0.064,0.182
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,ID,-17.6,0.219,0.138,0.177
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,True,False,LS,-18.12,0.226,0.082,0.182
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,LT,-18.186,0.226,0.064,0.182
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,ID,-17.6,0.219,0.138,0.177
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,True,LS,-18.12,0.226,0.082,0.182
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,LT,-18.186,0.226,0.064,0.182
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,ID,-17.6,0.219,0.138,0.177
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.2,False,False,False,LS,-18.12,0.226,0.082,0.182
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,True,LT,-18.33,0.225,-0.944,0.257
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,True,ID,-16.247,0.214,-0.839,0.254
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,True,LS,-17.639,0.222,-0.904,0.256
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,False,LT,-1.976,0.084,-0.253,0.228
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,False,ID,-2.372,0.092,-0.314,0.226
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,True,False,LS,-1.926,0.083,-0.282,0.232
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,True,LT,-20.038,0.234,-0.654,0.246
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,True,ID,-19.415,0.235,-0.511,0.239
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,True,LS,-19.126,0.228,-0.578,0.241
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,False,LT,-1.19,0.072,-0.452,0.229
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,False,ID,-2.336,0.093,-0.519,0.234
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,True,False,False,LS,-1.2,0.073,-0.476,0.23
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,True,LT,-17.162,0.214,-0.672,0.256
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,True,ID,-16.621,0.212,-0.599,0.252
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,True,LS,-16.39,0.208,-0.621,0.252
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,False,LT,-2.149,0.092,-0.701,0.248
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,False,ID,-3.512,0.108,-0.726,0.255
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,True,False,LS,-2.384,0.094,-0.724,0.25
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,True,LT,-17.217,0.221,-0.536,0.24
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,True,ID,-14.538,0.204,-0.378,0.236
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,True,LS,-16.601,0.216,-0.482,0.236
0,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,False,LT,-0.611,0.067,-0.098,0.203
1,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,False,ID,-2.601,0.095,-0.161,0.208
2,0.3,10,closest,log-defined,FSlin,ROPE,0.01,False,False,False,LS,-0.549,0.066,-0.115,0.206
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,True,LT,-17.486,0.214,-0.492,0.236
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,True,ID,-15.009,0.203,-0.435,0.227
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,True,LS,-16.606,0.21,-0.448,0.231
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,False,LT,-1.344,0.076,-0.156,0.217
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,False,ID,-3.033,0.094,-0.248,0.216
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,True,False,LS,-1.297,0.074,-0.173,0.218
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,True,LT,-16.964,0.214,-0.55,0.244
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,True,ID,-16.013,0.206,-0.496,0.24
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,True,LS,-16.205,0.21,-0.51,0.24
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,False,LT,-1.792,0.083,-0.242,0.226
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,False,ID,-3.905,0.106,-0.366,0.23
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,True,False,False,LS,-1.769,0.083,-0.262,0.228
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,True,LT,-13.597,0.198,-0.408,0.232
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,True,ID,-12.065,0.192,-0.319,0.226
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,True,LS,-12.949,0.194,-0.366,0.228
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,False,LT,-0.536,0.061,-0.164,0.21
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,False,ID,-1.99,0.087,-0.244,0.218
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,True,False,LS,-0.481,0.062,-0.18,0.21
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,True,LT,-18.458,0.226,-0.546,0.238
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,True,ID,-15.532,0.208,-0.404,0.234
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,True,LS,-17.506,0.22,-0.475,0.236
0,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,False,LT,-0.998,0.073,-0.203,0.214
1,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,False,ID,-2.018,0.088,-0.255,0.216
2,0.3,10,closest,log-defined,FSlin,ROPE,0.07,False,False,False,LS,-1.01,0.071,-0.242,0.218
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,True,LT,-17.529,0.217,-0.579,0.245
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,True,ID,-14.21,0.203,-0.433,0.237
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,True,LS,-16.62,0.211,-0.532,0.24
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,False,LT,-2.479,0.092,-0.144,0.208
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,False,ID,-3.163,0.101,-0.14,0.21
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,True,False,LS,-2.478,0.092,-0.168,0.21
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,True,LT,-16.679,0.212,-0.57,0.244
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,True,ID,-15.182,0.205,-0.556,0.242
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,True,LS,-16.007,0.207,-0.538,0.241
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,False,LT,-0.947,0.069,-0.213,0.218
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,False,ID,-2.795,0.098,-0.365,0.226
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,True,False,False,LS,-0.948,0.069,-0.238,0.22
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,True,LT,-21.688,0.25,-0.796,0.264
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,True,ID,-19.098,0.23,-0.626,0.252
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,True,LS,-21.201,0.246,-0.756,0.261
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,False,LT,-1.91,0.09,-0.349,0.23
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,False,ID,-2.582,0.098,-0.431,0.234
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,True,False,LS,-1.974,0.09,-0.4,0.232
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,True,LT,-15.177,0.2,-0.184,0.217
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,True,ID,-13.526,0.193,-0.174,0.217
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,True,LS,-14.364,0.195,-0.15,0.214
0,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,False,LT,-3.062,0.1,-0.312,0.228
1,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,False,ID,-3.095,0.1,-0.348,0.223
2,0.3,10,closest,log-defined,FSlin,ROPE,0.2,False,False,False,LS,-3.027,0.098,-0.345,0.23
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,LT,-5.116,0.126,0.296,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,ID,-5.071,0.127,0.307,0.161
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,True,LS,-5.025,0.126,0.285,0.166
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,LT,-5.116,0.126,0.296,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,ID,-5.071,0.127,0.307,0.161
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,True,False,LS,-5.025,0.126,0.285,0.166
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,LT,-5.116,0.126,0.296,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,ID,-5.071,0.127,0.307,0.161
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,True,LS,-5.025,0.126,0.285,0.166
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,LT,-5.116,0.126,0.296,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,ID,-5.071,0.127,0.307,0.161
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,True,False,False,LS,-5.025,0.126,0.285,0.166
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,LT,-5.589,0.131,0.006,0.194
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,ID,-6.018,0.136,0.001,0.194
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,True,LS,-5.893,0.134,-0.03,0.197
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,LT,-12.169,0.184,0.474,0.138
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.642,0.176,0.53,0.134
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,True,False,LS,-11.944,0.184,0.431,0.142
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,LT,-5.589,0.131,0.006,0.194
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,ID,-6.018,0.136,0.001,0.194
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,True,LS,-5.893,0.134,-0.03,0.197
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,LT,-12.169,0.184,0.474,0.138
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.642,0.176,0.53,0.134
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.01,False,False,False,LS,-11.944,0.184,0.431,0.142
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,LT,-8.798,0.161,0.406,0.15
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,ID,-7.91,0.155,0.441,0.143
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,True,LS,-8.298,0.157,0.424,0.147
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,LT,-8.798,0.161,0.406,0.15
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,ID,-7.91,0.155,0.441,0.143
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,True,False,LS,-8.298,0.157,0.424,0.147
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,LT,-8.798,0.161,0.406,0.15
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,ID,-7.91,0.155,0.441,0.143
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,True,LS,-8.298,0.157,0.424,0.147
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,LT,-8.798,0.161,0.406,0.15
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,ID,-7.91,0.155,0.441,0.143
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,True,False,False,LS,-8.298,0.157,0.424,0.147
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,LT,-8.355,0.157,0.285,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,ID,-7.399,0.154,0.33,0.158
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,True,LS,-7.816,0.154,0.298,0.163
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.917,0.2,0.826,0.076
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,ID,-12.499,0.184,0.946,0.043
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,True,False,LS,-14.968,0.2,0.822,0.078
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,LT,-8.355,0.157,0.285,0.164
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,ID,-7.399,0.154,0.33,0.158
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,True,LS,-7.816,0.154,0.298,0.163
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.917,0.2,0.826,0.076
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,ID,-12.499,0.184,0.946,0.043
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.07,False,False,False,LS,-14.968,0.2,0.822,0.078
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.302,0.147,0.648,0.114
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,ID,-5.805,0.134,0.696,0.105
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,True,LS,-6.771,0.14,0.678,0.109
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.302,0.147,0.648,0.114
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,ID,-5.805,0.134,0.696,0.105
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,True,False,LS,-6.771,0.14,0.678,0.109
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.302,0.147,0.648,0.114
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,ID,-5.805,0.134,0.696,0.105
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,True,LS,-6.771,0.14,0.678,0.109
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.302,0.147,0.648,0.114
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,ID,-5.805,0.134,0.696,0.105
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,True,False,False,LS,-6.771,0.14,0.678,0.109
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,LT,-6.393,0.14,0.634,0.123
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,ID,-5.792,0.132,0.655,0.116
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,True,LS,-5.784,0.136,0.656,0.118
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,LT,-16.098,0.204,0.675,0.105
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,ID,-14.507,0.2,0.804,0.086
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,True,False,LS,-16.153,0.203,0.668,0.106
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,True,LT,-6.393,0.14,0.634,0.123
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,True,ID,-5.792,0.132,0.655,0.116
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,True,LS,-5.784,0.136,0.656,0.118
0,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,False,LT,-16.098,0.204,0.675,0.105
1,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,False,ID,-14.507,0.2,0.804,0.086
2,0.3,20,mean,observed,FSeq,Gauss-Newton,0.2,False,False,False,LS,-16.153,0.203,0.668,0.106
0,0.3,20,mean,observed,FSeq,ROPE,0.01,True,True,False,LT,-0.655,0.065,-0.018,0.198
1,0.3,20,mean,observed,FSeq,ROPE,0.01,True,True,False,ID,-1.848,0.081,-0.134,0.203
2,0.3,20,mean,observed,FSeq,ROPE,0.01,True,True,False,LS,-0.589,0.064,-0.048,0.2
0,0.3,20,mean,observed,FSeq,ROPE,0.01,True,False,False,LT,-1.916,0.083,-0.142,0.214
1,0.3,20,mean,observed,FSeq,ROPE,0.01,True,False,False,ID,-3.535,0.108,-0.302,0.222
2,0.3,20,mean,observed,FSeq,ROPE,0.01,True,False,False,LS,-1.786,0.083,-0.166,0.216
0,0.3,20,mean,observed,FSeq,ROPE,0.01,False,True,False,LT,-0.956,0.068,-0.222,0.214
1,0.3,20,mean,observed,FSeq,ROPE,0.01,False,True,False,ID,-2.974,0.099,-0.392,0.221
2,0.3,20,mean,observed,FSeq,ROPE,0.01,False,True,False,LS,-1.076,0.07,-0.247,0.216
0,0.3,20,mean,observed,FSeq,ROPE,0.01,False,False,False,LT,-0.964,0.07,-0.152,0.211
1,0.3,20,mean,observed,FSeq,ROPE,0.01,False,False,False,ID,-1.784,0.088,-0.24,0.216
2,0.3,20,mean,observed,FSeq,ROPE,0.01,False,False,False,LS,-0.862,0.07,-0.177,0.212
0,0.3,20,mean,observed,FSeq,ROPE,0.07,True,True,False,LT,-0.806,0.07,0.051,0.194
1,0.3,20,mean,observed,FSeq,ROPE,0.07,True,True,False,ID,-2.621,0.096,-0.095,0.206
2,0.3,20,mean,observed,FSeq,ROPE,0.07,True,True,False,LS,-0.7,0.068,0.025,0.194
0,0.3,20,mean,observed,FSeq,ROPE,0.07,True,False,False,LT,-0.972,0.071,-0.038,0.198
1,0.3,20,mean,observed,FSeq,ROPE,0.07,True,False,False,ID,-1.735,0.084,-0.118,0.206
2,0.3,20,mean,observed,FSeq,ROPE,0.07,True,False,False,LS,-0.886,0.07,-0.058,0.2
0,0.3,20,mean,observed,FSeq,ROPE,0.07,False,True,False,LT,-1.023,0.074,-0.254,0.221
1,0.3,20,mean,observed,FSeq,ROPE,0.07,False,True,False,ID,-1.852,0.086,-0.325,0.226
2,0.3,20,mean,observed,FSeq,ROPE,0.07,False,True,False,LS,-1.099,0.075,-0.284,0.223
0,0.3,20,mean,observed,FSeq,ROPE,0.07,False,False,False,LT,-0.558,0.064,-0.156,0.21
1,0.3,20,mean,observed,FSeq,ROPE,0.07,False,False,False,ID,-2.155,0.091,-0.312,0.218
2,0.3,20,mean,observed,FSeq,ROPE,0.07,False,False,False,LS,-0.682,0.066,-0.21,0.213
0,0.3,20,mean,observed,FSeq,ROPE,0.2,True,True,False,LT,-1.952,0.087,-0.323,0.228
1,0.3,20,mean,observed,FSeq,ROPE,0.2,True,True,False,ID,-2.191,0.091,-0.397,0.228
2,0.3,20,mean,observed,FSeq,ROPE,0.2,True,True,False,LS,-2.109,0.087,-0.36,0.23
0,0.3,20,mean,observed,FSeq,ROPE,0.2,True,False,False,LT,-1.136,0.076,-0.28,0.223
1,0.3,20,mean,observed,FSeq,ROPE,0.2,True,False,False,ID,-2.242,0.092,-0.362,0.225
2,0.3,20,mean,observed,FSeq,ROPE,0.2,True,False,False,LS,-1.288,0.078,-0.318,0.224
0,0.3,20,mean,observed,FSeq,ROPE,0.2,False,True,False,LT,-0.863,0.069,-0.08,0.204
1,0.3,20,mean,observed,FSeq,ROPE,0.2,False,True,False,ID,-1.88,0.086,-0.172,0.211
2,0.3,20,mean,observed,FSeq,ROPE,0.2,False,True,False,LS,-0.762,0.068,-0.098,0.208
