,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LS,-12.456,0.189,0.143,0.18
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LT,-12.547,0.188,0.196,0.175
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,ID,-12.535,0.186,0.222,0.171
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LS,-12.456,0.189,0.143,0.18
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LT,-14.852,0.2,0.864,0.069
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,ID,-12.741,0.183,0.981,0.026
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LS,-14.66,0.198,0.863,0.068
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LT,-14.852,0.2,0.864,0.069
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,ID,-12.741,0.183,0.981,0.026
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LS,-14.66,0.198,0.863,0.068
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LT,-14.852,0.2,0.864,0.069
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,ID,-12.741,0.183,0.981,0.026
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LS,-14.66,0.198,0.863,0.068
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LT,-14.852,0.2,0.864,0.069
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,ID,-12.741,0.183,0.981,0.026
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LS,-14.66,0.198,0.863,0.068
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.234,0.194,0.858,0.07
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,ID,-11.811,0.176,0.975,0.03
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.131,0.194,0.853,0.071
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.234,0.194,0.858,0.07
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,ID,-11.811,0.176,0.975,0.03
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LS,-14.131,0.194,0.853,0.071
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.234,0.194,0.858,0.07
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,ID,-11.811,0.176,0.975,0.03
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LS,-14.131,0.194,0.853,0.071
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.234,0.194,0.858,0.07
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,ID,-11.811,0.176,0.975,0.03
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LS,-14.131,0.194,0.853,0.071
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LT,-15.989,0.207,0.784,0.084
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,ID,-14.032,0.19,0.929,0.053
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LS,-15.914,0.206,0.79,0.083
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LT,-15.989,0.207,0.784,0.084
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,ID,-14.032,0.19,0.929,0.053
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LS,-15.914,0.206,0.79,0.083
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LT,-15.989,0.207,0.784,0.084
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,ID,-14.032,0.19,0.929,0.053
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LS,-15.914,0.206,0.79,0.083
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LT,-15.989,0.207,0.784,0.084
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,ID,-14.032,0.19,0.929,0.053
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LS,-15.914,0.206,0.79,0.083
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.672,0.202,0.836,0.075
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,ID,-13.028,0.186,0.971,0.033
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.014,0.201,0.84,0.074
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LT,-15.672,0.202,0.836,0.075
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,ID,-13.028,0.186,0.971,0.033
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LS,-15.014,0.201,0.84,0.074
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.672,0.202,0.836,0.075
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,ID,-13.028,0.186,0.971,0.033
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.014,0.201,0.84,0.074
0,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.672,0.202,0.836,0.075
1,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,ID,-13.028,0.186,0.971,0.033
2,0.3,10,closest,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.014,0.201,0.84,0.074
0,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-1.877,0.086,-0.21,0.214
1,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-2.404,0.096,-0.218,0.222
2,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-1.871,0.086,-0.248,0.216
0,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LT,-3.343,0.102,-0.23,0.217
1,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,ID,-4.76,0.12,-0.358,0.225
2,0.3,10,closest,log-defined,FSeq,ROPE,0.01,True,False,False,LS,-3.478,0.105,-0.278,0.222
0,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-3.672,0.112,-0.518,0.243
1,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-4.45,0.116,-0.671,0.242
2,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-3.838,0.112,-0.524,0.245
0,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LT,-1.023,0.068,-0.091,0.206
1,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,ID,-2.189,0.089,-0.218,0.211
2,0.3,10,closest,log-defined,FSeq,ROPE,0.01,False,False,False,LS,-1.022,0.068,-0.118,0.208
0,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LT,-1.861,0.083,-0.408,0.235
1,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,ID,-2.336,0.094,-0.426,0.237
2,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,True,False,LS,-1.749,0.084,-0.42,0.234
0,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LT,-2.467,0.091,-0.491,0.238
1,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,ID,-3.213,0.104,-0.49,0.242
2,0.3,10,closest,log-defined,FSeq,ROPE,0.07,True,False,False,LS,-2.51,0.093,-0.53,0.24
0,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LT,-1.236,0.074,-0.179,0.208
1,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,ID,-2.287,0.089,-0.174,0.214
2,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,True,False,LS,-1.297,0.076,-0.206,0.211
0,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,LT,-4.472,0.118,-0.901,0.271
1,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,ID,-5.174,0.125,-0.881,0.272
2,0.3,10,closest,log-defined,FSeq,ROPE,0.07,False,False,False,LS,-4.43,0.117,-0.919,0.273
0,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,LT,-2.966,0.094,-0.49,0.23
1,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,ID,-3.844,0.102,-0.506,0.224
2,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,True,False,LS,-2.934,0.092,-0.503,0.231
0,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,LT,-1.934,0.088,-0.021,0.201
1,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,ID,-2.707,0.1,-0.032,0.204
2,0.3,10,closest,log-defined,FSeq,ROPE,0.2,True,False,False,LS,-2.056,0.089,-0.078,0.203
0,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,LT,-1.982,0.086,-0.248,0.224
1,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,ID,-3.306,0.105,-0.353,0.226
2,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,True,False,LS,-2.002,0.087,-0.279,0.226
0,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,LT,-1.652,0.08,-0.238,0.218
1,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,ID,-3.502,0.103,-0.356,0.226
2,0.3,10,closest,log-defined,FSeq,ROPE,0.2,False,False,False,LS,-1.874,0.082,-0.282,0.221
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,LT,-23.81,0.256,-1.22,0.294
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,ID,-23.549,0.258,-1.177,0.294
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,True,LS,-23.63,0.256,-1.239,0.296
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,LT,-23.81,0.256,-1.22,0.294
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,ID,-23.549,0.258,-1.177,0.294
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,True,False,LS,-23.63,0.256,-1.239,0.296
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,LT,-23.81,0.256,-1.22,0.294
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,ID,-23.549,0.258,-1.177,0.294
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,True,LS,-23.63,0.256,-1.239,0.296
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,LT,-23.81,0.256,-1.22,0.294
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,ID,-23.549,0.258,-1.177,0.294
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,True,False,False,LS,-23.63,0.256,-1.239,0.296
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,LT,-22.985,0.252,-1.11,0.287
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,ID,-22.777,0.25,-1.058,0.283
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,True,LS,-22.782,0.251,-1.126,0.288
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,LT,-22.985,0.252,-1.11,0.287
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,ID,-22.777,0.25,-1.058,0.283
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,True,False,LS,-22.782,0.251,-1.126,0.288
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,LT,-22.985,0.252,-1.11,0.287
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,ID,-22.777,0.25,-1.058,0.283
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,True,LS,-22.782,0.251,-1.126,0.288
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,LT,-22.985,0.252,-1.11,0.287
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,ID,-22.777,0.25,-1.058,0.283
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.01,False,False,False,LS,-22.782,0.251,-1.126,0.288
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,LT,-17.808,0.218,0.098,0.184
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,ID,-16.204,0.21,0.109,0.181
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,True,LS,-17.892,0.219,0.052,0.19
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,LT,-17.808,0.218,0.098,0.184
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,ID,-16.204,0.21,0.109,0.181
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,True,False,LS,-17.892,0.219,0.052,0.19
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,LT,-17.808,0.218,0.098,0.184
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,ID,-16.204,0.21,0.109,0.181
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,True,LS,-17.892,0.219,0.052,0.19
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,LT,-17.808,0.218,0.098,0.184
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,ID,-16.204,0.21,0.109,0.181
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,True,False,False,LS,-17.892,0.219,0.052,0.19
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,LT,-18.984,0.226,-0.049,0.2
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,ID,-17.72,0.219,-0.048,0.198
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,True,LS,-19.332,0.226,-0.093,0.205
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,LT,-18.984,0.226,-0.049,0.2
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,ID,-17.72,0.219,-0.048,0.198
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,True,False,LS,-19.332,0.226,-0.093,0.205
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,LT,-18.984,0.226,-0.049,0.2
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,ID,-17.72,0.219,-0.048,0.198
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,True,LS,-19.332,0.226,-0.093,0.205
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,LT,-18.984,0.226,-0.049,0.2
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,ID,-17.72,0.219,-0.048,0.198
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.07,False,False,False,LS,-19.332,0.226,-0.093,0.205
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,LT,-16.396,0.205,0.457,0.14
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,ID,-14.186,0.196,0.548,0.132
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,True,LS,-16.468,0.206,0.438,0.144
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,LT,-16.396,0.205,0.457,0.14
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,ID,-14.186,0.196,0.548,0.132
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,True,False,LS,-16.468,0.206,0.438,0.144
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,LT,-16.396,0.205,0.457,0.14
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,ID,-14.186,0.196,0.548,0.132
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,True,LS,-16.468,0.206,0.438,0.144
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,LT,-16.396,0.205,0.457,0.14
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,ID,-14.186,0.196,0.548,0.132
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,True,False,False,LS,-16.468,0.206,0.438,0.144
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,LT,-16.584,0.205,0.432,0.146
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,ID,-14.278,0.195,0.513,0.136
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,True,LS,-16.624,0.208,0.393,0.15
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,LT,-16.584,0.205,0.432,0.146
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,ID,-14.278,0.195,0.513,0.136
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,True,False,LS,-16.624,0.208,0.393,0.15
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,LT,-16.584,0.205,0.432,0.146
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,ID,-14.278,0.195,0.513,0.136
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,True,LS,-16.624,0.208,0.393,0.15
0,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,LT,-16.584,0.205,0.432,0.146
1,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,ID,-14.278,0.195,0.513,0.136
2,0.3,10,closest,log-defined,CS,Gauss-Newton,0.2,False,False,False,LS,-16.624,0.208,0.393,0.15
0,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,True,LT,-18.872,0.228,-0.589,0.24
1,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,True,ID,-15.97,0.212,-0.449,0.236
2,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,True,LS,-17.975,0.224,-0.55,0.239
0,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,False,LT,-3.053,0.099,-0.493,0.23
1,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,False,ID,-3.352,0.102,-0.504,0.24
2,0.3,10,closest,log-defined,CS,ROPE,0.01,True,True,False,LS,-3.044,0.099,-0.518,0.232
0,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,True,LT,-15.814,0.212,-0.236,0.216
1,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,True,ID,-14.516,0.205,-0.281,0.22
2,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,True,LS,-15.118,0.205,-0.194,0.21
0,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,False,LT,-3.5,0.107,-0.589,0.242
1,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,False,ID,-4.519,0.116,-0.706,0.246
2,0.3,10,closest,log-defined,CS,ROPE,0.01,True,False,False,LS,-3.41,0.106,-0.622,0.242
0,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,True,LT,-17.466,0.222,-0.344,0.223
1,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,True,ID,-15.713,0.214,-0.264,0.214
2,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,True,LS,-16.763,0.218,-0.289,0.218
0,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,False,LT,-3.949,0.112,-0.667,0.254
1,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,False,ID,-4.376,0.114,-0.674,0.259
2,0.3,10,closest,log-defined,CS,ROPE,0.01,False,True,False,LS,-4.068,0.114,-0.702,0.257
0,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,True,LT,-18.446,0.224,-0.471,0.234
1,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,True,ID,-15.288,0.206,-0.354,0.222
2,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,True,LS,-17.792,0.222,-0.426,0.23
0,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,False,LT,-1.342,0.075,-0.342,0.232
1,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,False,ID,-3.145,0.095,-0.493,0.238
2,0.3,10,closest,log-defined,CS,ROPE,0.01,False,False,False,LS,-1.32,0.074,-0.366,0.236
0,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,True,LT,-16.05,0.21,-0.743,0.241
1,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,True,ID,-13.516,0.196,-0.473,0.234
2,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,True,LS,-15.349,0.206,-0.71,0.238
0,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,False,LT,-2.533,0.094,-0.365,0.227
1,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,False,ID,-3.224,0.104,-0.403,0.225
2,0.3,10,closest,log-defined,CS,ROPE,0.07,True,True,False,LS,-2.609,0.094,-0.382,0.228
0,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,True,LT,-18.182,0.224,-0.423,0.24
1,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,True,ID,-15.198,0.212,-0.376,0.234
2,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,True,LS,-17.491,0.218,-0.37,0.237
0,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,False,LT,-2.214,0.094,-0.316,0.228
1,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,False,ID,-2.948,0.103,-0.374,0.229
2,0.3,10,closest,log-defined,CS,ROPE,0.07,True,False,False,LS,-2.182,0.092,-0.343,0.23
0,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,True,LT,-19.964,0.234,-0.577,0.242
1,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,True,ID,-17.215,0.218,-0.419,0.229
2,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,True,LS,-19.38,0.231,-0.552,0.238
0,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,False,LT,-3.494,0.103,-0.44,0.247
1,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,False,ID,-4.39,0.112,-0.529,0.246
2,0.3,10,closest,log-defined,CS,ROPE,0.07,False,True,False,LS,-3.444,0.103,-0.47,0.249
0,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,True,LT,-18.203,0.22,-0.606,0.241
1,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,True,ID,-17.708,0.218,-0.503,0.238
2,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,True,LS,-17.618,0.217,-0.568,0.24
0,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,False,LT,-2.08,0.088,-0.579,0.246
1,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,False,ID,-3.6,0.11,-0.688,0.25
2,0.3,10,closest,log-defined,CS,ROPE,0.07,False,False,False,LS,-2.256,0.09,-0.631,0.248
0,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,True,LT,-17.58,0.22,-0.556,0.237
1,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,True,ID,-15.188,0.202,-0.512,0.24
2,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,True,LS,-17.079,0.218,-0.514,0.234
0,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,False,LT,-1.757,0.083,-0.546,0.238
1,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,False,ID,-2.996,0.101,-0.54,0.24
2,0.3,10,closest,log-defined,CS,ROPE,0.2,True,True,False,LS,-1.756,0.084,-0.582,0.24
0,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,True,LT,-20.526,0.234,-0.604,0.237
1,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,True,ID,-16.496,0.212,-0.476,0.237
2,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,True,LS,-20.016,0.232,-0.556,0.233
0,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,False,LT,-5.017,0.122,-0.676,0.248
1,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,False,ID,-6.095,0.13,-0.784,0.244
2,0.3,10,closest,log-defined,CS,ROPE,0.2,True,False,False,LS,-5.086,0.124,-0.708,0.25
0,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,True,LT,-19.325,0.228,-0.638,0.244
1,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,True,ID,-16.227,0.21,-0.452,0.234
2,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,True,LS,-18.302,0.223,-0.589,0.239
0,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,False,LT,-2.01,0.089,-0.258,0.226
1,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,False,ID,-2.683,0.093,-0.282,0.222
2,0.3,10,closest,log-defined,CS,ROPE,0.2,False,True,False,LS,-1.918,0.086,-0.274,0.228
0,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,True,LT,-18.395,0.22,-0.79,0.253
1,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,True,ID,-16.221,0.208,-0.72,0.251
2,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,True,LS,-17.524,0.215,-0.763,0.25
0,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,False,LT,-2.23,0.091,-0.164,0.212
1,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,False,ID,-2.788,0.102,-0.246,0.216
2,0.3,10,closest,log-defined,CS,ROPE,0.2,False,False,False,LS,-2.019,0.088,-0.176,0.213
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LT,-31.708,0.292,-2.754,0.375
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,ID,-31.572,0.294,-2.738,0.373
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LS,-32.073,0.294,-2.771,0.378
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,LT,-31.708,0.292,-2.754,0.375
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,ID,-31.572,0.294,-2.738,0.373
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,LS,-32.073,0.294,-2.771,0.378
0,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,LT,-31.708,0.292,-2.754,0.375
1,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,ID,-31.572,0.294,-2.738,0.373
2,0.3,10,closest,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,LS,-32.073,0.294,-2.771,0.378
