,cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.928,0.206,0.728,0.096
1,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,ID,-14.362,0.198,0.855,0.075
2,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.944,0.206,0.726,0.095
0,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.928,0.206,0.728,0.096
1,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,ID,-14.362,0.198,0.855,0.075
2,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.944,0.206,0.726,0.095
0,0.2,30,FSeq,ROPE,0.01,True,True,True,LT,-17.224,0.216,-0.457,0.236
1,0.2,30,FSeq,ROPE,0.01,True,True,True,ID,-15.369,0.203,-0.368,0.224
2,0.2,30,FSeq,ROPE,0.01,True,True,True,LS,-16.444,0.212,-0.406,0.232
0,0.2,30,FSeq,ROPE,0.01,True,True,False,LT,-0.397,0.061,0.081,0.192
1,0.2,30,FSeq,ROPE,0.01,True,True,False,ID,-1.994,0.086,-0.078,0.198
2,0.2,30,FSeq,ROPE,0.01,True,True,False,LS,-0.45,0.06,0.046,0.194
0,0.2,30,FSeq,ROPE,0.01,True,False,True,LT,-18.136,0.221,-0.386,0.224
1,0.2,30,FSeq,ROPE,0.01,True,False,True,ID,-18.104,0.222,-0.473,0.229
2,0.2,30,FSeq,ROPE,0.01,True,False,True,LS,-17.28,0.216,-0.336,0.22
0,0.2,30,FSeq,ROPE,0.01,True,False,False,LT,-0.44,0.063,0.119,0.186
1,0.2,30,FSeq,ROPE,0.01,True,False,False,ID,-2.029,0.088,-0.024,0.193
2,0.2,30,FSeq,ROPE,0.01,True,False,False,LS,-0.324,0.061,0.094,0.187
0,0.2,30,FSeq,ROPE,0.01,True,False,False,LT,-0.44,0.063,0.119,0.186
1,0.2,30,FSeq,ROPE,0.01,True,False,False,ID,-2.029,0.088,-0.024,0.193
2,0.2,30,FSeq,ROPE,0.01,True,False,False,LS,-0.324,0.061,0.094,0.187
0,0.2,30,FSeq,ROPE,0.01,False,True,False,LT,-1.265,0.076,0.109,0.182
1,0.2,30,FSeq,ROPE,0.01,False,True,False,ID,-2.716,0.096,0.009,0.189
2,0.2,30,FSeq,ROPE,0.01,False,True,False,LS,-1.258,0.076,0.081,0.184
0,0.2,30,FSeq,ROPE,0.01,False,True,False,LT,-1.265,0.076,0.109,0.182
1,0.2,30,FSeq,ROPE,0.01,False,True,False,ID,-2.716,0.096,0.009,0.189
2,0.2,30,FSeq,ROPE,0.01,False,True,False,LS,-1.258,0.076,0.081,0.184
0,0.2,30,FSeq,ROPE,0.01,False,False,False,LT,-0.714,0.066,0.125,0.19
1,0.2,30,FSeq,ROPE,0.01,False,False,False,ID,-2.269,0.093,-0.019,0.197
2,0.2,30,FSeq,ROPE,0.01,False,False,False,LS,-0.585,0.065,0.109,0.19
0,0.2,30,FSeq,ROPE,0.07,True,True,True,LT,-15.306,0.206,-0.248,0.22
1,0.2,30,FSeq,ROPE,0.07,True,True,True,ID,-14.298,0.198,-0.292,0.219
2,0.2,30,FSeq,ROPE,0.07,True,True,True,LS,-14.344,0.201,-0.214,0.214
0,0.2,30,FSeq,ROPE,0.07,True,True,False,LT,-0.8,0.071,-0.093,0.206
1,0.2,30,FSeq,ROPE,0.07,True,True,False,ID,-1.856,0.085,-0.154,0.208
2,0.2,30,FSeq,ROPE,0.07,True,True,False,LS,-0.785,0.069,-0.123,0.207
0,0.2,30,FSeq,ROPE,0.07,True,False,True,LT,-14.634,0.198,-0.22,0.224
1,0.2,30,FSeq,ROPE,0.07,True,False,True,ID,-12.162,0.186,-0.178,0.21
2,0.2,30,FSeq,ROPE,0.07,True,False,True,LS,-13.915,0.192,-0.18,0.219
0,0.2,30,FSeq,ROPE,0.07,True,False,False,LT,-1.232,0.076,-0.083,0.202
1,0.2,30,FSeq,ROPE,0.07,True,False,False,ID,-2.58,0.098,-0.173,0.209
2,0.2,30,FSeq,ROPE,0.07,True,False,False,LS,-1.206,0.076,-0.115,0.203
0,0.2,30,FSeq,ROPE,0.07,True,False,False,LT,-1.232,0.076,-0.083,0.202
1,0.2,30,FSeq,ROPE,0.07,True,False,False,ID,-2.58,0.098,-0.173,0.209
2,0.2,30,FSeq,ROPE,0.07,True,False,False,LS,-1.206,0.076,-0.115,0.203
0,0.2,30,FSeq,ROPE,0.07,False,True,False,LT,-0.771,0.065,-0.088,0.206
1,0.2,30,FSeq,ROPE,0.07,False,True,False,ID,-2.356,0.091,-0.2,0.216
2,0.2,30,FSeq,ROPE,0.07,False,True,False,LS,-0.712,0.064,-0.12,0.208
0,0.2,30,FSeq,ROPE,0.07,False,True,False,LT,-0.771,0.065,-0.088,0.206
1,0.2,30,FSeq,ROPE,0.07,False,True,False,ID,-2.356,0.091,-0.2,0.216
2,0.2,30,FSeq,ROPE,0.07,False,True,False,LS,-0.712,0.064,-0.12,0.208
0,0.2,30,FSeq,ROPE,0.07,False,False,False,LT,-1.156,0.063,-0.397,0.214
1,0.2,30,FSeq,ROPE,0.07,False,False,False,ID,-3.244,0.096,-0.484,0.23
2,0.2,30,FSeq,ROPE,0.07,False,False,False,LS,-1.402,0.069,-0.415,0.218
0,0.2,30,FSeq,ROPE,0.2,True,True,True,LT,-20.61,0.24,-0.56,0.246
1,0.2,30,FSeq,ROPE,0.2,True,True,True,ID,-17.218,0.22,-0.448,0.237
2,0.2,30,FSeq,ROPE,0.2,True,True,True,LS,-19.85,0.236,-0.513,0.24
0,0.2,30,FSeq,ROPE,0.2,True,True,False,LT,-0.661,0.066,0.026,0.196
1,0.2,30,FSeq,ROPE,0.2,True,True,False,ID,-2.157,0.089,-0.112,0.206
2,0.2,30,FSeq,ROPE,0.2,True,True,False,LS,-0.644,0.067,-0.011,0.199
0,0.2,30,FSeq,ROPE,0.2,True,False,True,LT,-15.624,0.201,0.051,0.192
1,0.2,30,FSeq,ROPE,0.2,True,False,True,ID,-11.948,0.183,0.166,0.174
2,0.2,30,FSeq,ROPE,0.2,True,False,True,LS,-14.894,0.196,0.106,0.187
0,0.2,30,FSeq,ROPE,0.2,True,False,False,LT,-0.549,0.064,-0.072,0.208
1,0.2,30,FSeq,ROPE,0.2,True,False,False,ID,-1.888,0.085,-0.233,0.214
2,0.2,30,FSeq,ROPE,0.2,True,False,False,LS,-0.678,0.066,-0.118,0.212
0,0.2,30,FSeq,ROPE,0.2,True,False,False,LT,-0.549,0.064,-0.072,0.208
1,0.2,30,FSeq,ROPE,0.2,True,False,False,ID,-1.888,0.085,-0.233,0.214
2,0.2,30,FSeq,ROPE,0.2,True,False,False,LS,-0.678,0.066,-0.118,0.212
0,0.2,30,FSeq,ROPE,0.2,False,True,False,LT,-0.431,0.063,-0.078,0.204
1,0.2,30,FSeq,ROPE,0.2,False,True,False,ID,-1.801,0.084,-0.217,0.206
2,0.2,30,FSeq,ROPE,0.2,False,True,False,LS,-0.326,0.062,-0.101,0.204
0,0.2,30,FSeq,ROPE,0.2,False,True,False,LT,-0.431,0.063,-0.078,0.204
1,0.2,30,FSeq,ROPE,0.2,False,True,False,ID,-1.801,0.084,-0.217,0.206
2,0.2,30,FSeq,ROPE,0.2,False,True,False,LS,-0.326,0.062,-0.101,0.204
0,0.2,30,FSeq,ROPE,0.2,False,False,False,LT,-0.918,0.072,-0.318,0.218
1,0.2,30,FSeq,ROPE,0.2,False,False,False,ID,-2.018,0.089,-0.383,0.224
2,0.2,30,FSeq,ROPE,0.2,False,False,False,LS,-0.97,0.073,-0.342,0.22
0,0.2,30,CS,Gauss-Newton,0.01,True,True,True,LT,-15.841,0.209,0.172,0.174
1,0.2,30,CS,Gauss-Newton,0.01,True,True,True,ID,-14.242,0.199,0.209,0.172
2,0.2,30,CS,Gauss-Newton,0.01,True,True,True,LS,-16.27,0.21,0.124,0.178
0,0.2,30,CS,Gauss-Newton,0.01,True,True,False,LT,-15.841,0.209,0.172,0.174
1,0.2,30,CS,Gauss-Newton,0.01,True,True,False,ID,-14.242,0.199,0.209,0.172
2,0.2,30,CS,Gauss-Newton,0.01,True,True,False,LS,-16.27,0.21,0.124,0.178
0,0.2,30,CS,Gauss-Newton,0.01,True,False,True,LT,-15.841,0.209,0.172,0.174
1,0.2,30,CS,Gauss-Newton,0.01,True,False,True,ID,-14.242,0.199,0.209,0.172
2,0.2,30,CS,Gauss-Newton,0.01,True,False,True,LS,-16.27,0.21,0.124,0.178
0,0.2,30,CS,Gauss-Newton,0.01,True,False,False,LT,-15.841,0.209,0.172,0.174
1,0.2,30,CS,Gauss-Newton,0.01,True,False,False,ID,-14.242,0.199,0.209,0.172
2,0.2,30,CS,Gauss-Newton,0.01,True,False,False,LS,-16.27,0.21,0.124,0.178
0,0.2,30,CS,Gauss-Newton,0.01,False,True,True,LT,-22.63,0.25,-1.014,0.277
1,0.2,30,CS,Gauss-Newton,0.01,False,True,True,ID,-22.792,0.248,-0.885,0.274
2,0.2,30,CS,Gauss-Newton,0.01,False,True,True,LS,-22.472,0.25,-1.042,0.28
0,0.2,30,CS,Gauss-Newton,0.01,False,True,False,LT,-22.63,0.25,-1.014,0.277
1,0.2,30,CS,Gauss-Newton,0.01,False,True,False,ID,-22.792,0.248,-0.885,0.274
2,0.2,30,CS,Gauss-Newton,0.01,False,True,False,LS,-22.472,0.25,-1.042,0.28
0,0.2,30,CS,Gauss-Newton,0.01,False,False,True,LT,-22.63,0.25,-1.014,0.277
1,0.2,30,CS,Gauss-Newton,0.01,False,False,True,ID,-22.792,0.248,-0.885,0.274
2,0.2,30,CS,Gauss-Newton,0.01,False,False,True,LS,-22.472,0.25,-1.042,0.28
0,0.2,30,CS,Gauss-Newton,0.01,False,False,False,LT,-22.63,0.25,-1.014,0.277
1,0.2,30,CS,Gauss-Newton,0.01,False,False,False,ID,-22.792,0.248,-0.885,0.274
2,0.2,30,CS,Gauss-Newton,0.01,False,False,False,LS,-22.472,0.25,-1.042,0.28
0,0.2,30,CS,Gauss-Newton,0.07,True,True,True,LT,-16.416,0.206,0.468,0.139
1,0.2,30,CS,Gauss-Newton,0.07,True,True,True,ID,-14.338,0.194,0.55,0.131
2,0.2,30,CS,Gauss-Newton,0.07,True,True,True,LS,-16.398,0.206,0.442,0.142
0,0.2,30,CS,Gauss-Newton,0.07,True,True,False,LT,-16.416,0.206,0.468,0.139
1,0.2,30,CS,Gauss-Newton,0.07,True,True,False,ID,-14.338,0.194,0.55,0.131
2,0.2,30,CS,Gauss-Newton,0.07,True,True,False,LS,-16.398,0.206,0.442,0.142
0,0.2,30,CS,Gauss-Newton,0.07,True,False,True,LT,-16.416,0.206,0.468,0.139
1,0.2,30,CS,Gauss-Newton,0.07,True,False,True,ID,-14.338,0.194,0.55,0.131
2,0.2,30,CS,Gauss-Newton,0.07,True,False,True,LS,-16.398,0.206,0.442,0.142
0,0.2,30,CS,Gauss-Newton,0.07,True,False,False,LT,-16.416,0.206,0.468,0.139
1,0.2,30,CS,Gauss-Newton,0.07,True,False,False,ID,-14.338,0.194,0.55,0.131
2,0.2,30,CS,Gauss-Newton,0.07,True,False,False,LS,-16.398,0.206,0.442,0.142
0,0.2,30,CS,Gauss-Newton,0.07,False,True,True,LT,-16.724,0.208,0.32,0.16
1,0.2,30,CS,Gauss-Newton,0.07,False,True,True,ID,-14.732,0.198,0.384,0.154
2,0.2,30,CS,Gauss-Newton,0.07,False,True,True,LS,-16.851,0.208,0.288,0.165
0,0.2,30,CS,Gauss-Newton,0.07,False,True,False,LT,-16.724,0.208,0.32,0.16
1,0.2,30,CS,Gauss-Newton,0.07,False,True,False,ID,-14.732,0.198,0.384,0.154
2,0.2,30,CS,Gauss-Newton,0.07,False,True,False,LS,-16.851,0.208,0.288,0.165
0,0.2,30,CS,Gauss-Newton,0.07,False,False,True,LT,-16.724,0.208,0.32,0.16
1,0.2,30,CS,Gauss-Newton,0.07,False,False,True,ID,-14.732,0.198,0.384,0.154
2,0.2,30,CS,Gauss-Newton,0.07,False,False,True,LS,-16.851,0.208,0.288,0.165
0,0.2,30,CS,Gauss-Newton,0.07,False,False,False,LT,-16.724,0.208,0.32,0.16
1,0.2,30,CS,Gauss-Newton,0.07,False,False,False,ID,-14.732,0.198,0.384,0.154
2,0.2,30,CS,Gauss-Newton,0.07,False,False,False,LS,-16.851,0.208,0.288,0.165
0,0.2,30,CS,Gauss-Newton,0.2,True,True,True,LT,-19.148,0.22,0.27,0.162
1,0.2,30,CS,Gauss-Newton,0.2,True,True,True,ID,-17.877,0.217,0.344,0.16
2,0.2,30,CS,Gauss-Newton,0.2,True,True,True,LS,-19.188,0.22,0.246,0.164
0,0.2,30,CS,Gauss-Newton,0.2,True,True,False,LT,-19.148,0.22,0.27,0.162
1,0.2,30,CS,Gauss-Newton,0.2,True,True,False,ID,-17.877,0.217,0.344,0.16
2,0.2,30,CS,Gauss-Newton,0.2,True,True,False,LS,-19.188,0.22,0.246,0.164
0,0.2,30,CS,Gauss-Newton,0.2,True,False,True,LT,-19.148,0.22,0.27,0.162
1,0.2,30,CS,Gauss-Newton,0.2,True,False,True,ID,-17.877,0.217,0.344,0.16
2,0.2,30,CS,Gauss-Newton,0.2,True,False,True,LS,-19.188,0.22,0.246,0.164
0,0.2,30,CS,Gauss-Newton,0.2,True,False,False,LT,-19.148,0.22,0.27,0.162
1,0.2,30,CS,Gauss-Newton,0.2,True,False,False,ID,-17.877,0.217,0.344,0.16
2,0.2,30,CS,Gauss-Newton,0.2,True,False,False,LS,-19.188,0.22,0.246,0.164
0,0.2,30,CS,Gauss-Newton,0.2,False,True,True,LT,-17.29,0.208,0.447,0.142
1,0.2,30,CS,Gauss-Newton,0.2,False,True,True,ID,-15.408,0.202,0.533,0.134
2,0.2,30,CS,Gauss-Newton,0.2,False,True,True,LS,-17.577,0.209,0.423,0.146
0,0.2,30,CS,Gauss-Newton,0.2,False,True,False,LT,-17.29,0.208,0.447,0.142
1,0.2,30,CS,Gauss-Newton,0.2,False,True,False,ID,-15.408,0.202,0.533,0.134
2,0.2,30,CS,Gauss-Newton,0.2,False,True,False,LS,-17.577,0.209,0.423,0.146
0,0.2,30,CS,Gauss-Newton,0.2,False,False,True,LT,-17.29,0.208,0.447,0.142
1,0.2,30,CS,Gauss-Newton,0.2,False,False,True,ID,-15.408,0.202,0.533,0.134
2,0.2,30,CS,Gauss-Newton,0.2,False,False,True,LS,-17.577,0.209,0.423,0.146
0,0.2,30,CS,Gauss-Newton,0.2,False,False,False,LT,-17.29,0.208,0.447,0.142
1,0.2,30,CS,Gauss-Newton,0.2,False,False,False,ID,-15.408,0.202,0.533,0.134
2,0.2,30,CS,Gauss-Newton,0.2,False,False,False,LS,-17.577,0.209,0.423,0.146
0,0.2,30,CS,ROPE,0.01,True,True,True,LT,-18.856,0.224,-0.663,0.252
1,0.2,30,CS,ROPE,0.01,True,True,True,ID,-15.272,0.206,-0.515,0.245
2,0.2,30,CS,ROPE,0.01,True,True,True,LS,-18.257,0.22,-0.626,0.249
0,0.2,30,CS,ROPE,0.01,True,True,False,LT,-1.512,0.08,-0.134,0.208
1,0.2,30,CS,ROPE,0.01,True,True,False,ID,-1.953,0.091,-0.2,0.21
2,0.2,30,CS,ROPE,0.01,True,True,False,LS,-1.558,0.082,-0.156,0.211
0,0.2,30,CS,ROPE,0.01,True,False,True,LT,-20.204,0.238,-0.632,0.241
1,0.2,30,CS,ROPE,0.01,True,False,True,ID,-19.063,0.23,-0.564,0.238
2,0.2,30,CS,ROPE,0.01,True,False,True,LS,-19.062,0.233,-0.582,0.237
0,0.2,30,CS,ROPE,0.01,True,False,False,LT,-0.499,0.064,-0.18,0.214
1,0.2,30,CS,ROPE,0.01,True,False,False,ID,-2.081,0.09,-0.316,0.218
2,0.2,30,CS,ROPE,0.01,True,False,False,LS,-0.691,0.068,-0.225,0.216
0,0.2,30,CS,ROPE,0.01,False,True,True,LT,-16.688,0.21,-0.24,0.219
1,0.2,30,CS,ROPE,0.01,False,True,True,ID,-14.225,0.193,-0.27,0.21
2,0.2,30,CS,ROPE,0.01,False,True,True,LS,-15.742,0.206,-0.191,0.214
0,0.2,30,CS,ROPE,0.01,False,True,False,LT,-1.507,0.073,-0.325,0.228
1,0.2,30,CS,ROPE,0.01,False,True,False,ID,-1.974,0.087,-0.359,0.228
2,0.2,30,CS,ROPE,0.01,False,True,False,LS,-1.381,0.072,-0.354,0.228
0,0.2,30,CS,ROPE,0.01,False,False,True,LT,-18.894,0.222,-0.593,0.242
1,0.2,30,CS,ROPE,0.01,False,False,True,ID,-16.61,0.208,-0.426,0.23
2,0.2,30,CS,ROPE,0.01,False,False,True,LS,-18.406,0.218,-0.544,0.24
0,0.2,30,CS,ROPE,0.01,False,False,False,LT,-0.828,0.069,-0.244,0.22
1,0.2,30,CS,ROPE,0.01,False,False,False,ID,-1.384,0.076,-0.308,0.22
2,0.2,30,CS,ROPE,0.01,False,False,False,LS,-0.814,0.069,-0.277,0.222
0,0.2,30,CS,ROPE,0.07,True,True,True,LT,-14.339,0.203,-0.207,0.214
1,0.2,30,CS,ROPE,0.07,True,True,True,ID,-12.624,0.188,-0.179,0.209
2,0.2,30,CS,ROPE,0.07,True,True,True,LS,-13.827,0.197,-0.17,0.208
0,0.2,30,CS,ROPE,0.07,True,True,False,LT,-1.086,0.075,-0.12,0.201
1,0.2,30,CS,ROPE,0.07,True,True,False,ID,-2.551,0.095,-0.188,0.209
2,0.2,30,CS,ROPE,0.07,True,True,False,LS,-1.187,0.076,-0.152,0.204
0,0.2,30,CS,ROPE,0.07,True,False,True,LT,-18.178,0.219,-0.53,0.236
1,0.2,30,CS,ROPE,0.07,True,False,True,ID,-14.688,0.201,-0.35,0.229
2,0.2,30,CS,ROPE,0.07,True,False,True,LS,-17.37,0.214,-0.47,0.232
0,0.2,30,CS,ROPE,0.07,True,False,False,LT,-1.064,0.073,-0.198,0.216
1,0.2,30,CS,ROPE,0.07,True,False,False,ID,-1.909,0.088,-0.321,0.218
2,0.2,30,CS,ROPE,0.07,True,False,False,LS,-1.226,0.074,-0.276,0.219
0,0.2,30,CS,ROPE,0.07,False,True,True,LT,-16.775,0.21,-0.364,0.232
1,0.2,30,CS,ROPE,0.07,False,True,True,ID,-13.37,0.194,-0.38,0.224
2,0.2,30,CS,ROPE,0.07,False,True,True,LS,-16.106,0.206,-0.32,0.227
0,0.2,30,CS,ROPE,0.07,False,True,False,LT,-1.108,0.073,0.032,0.194
1,0.2,30,CS,ROPE,0.07,False,True,False,ID,-2.665,0.096,-0.098,0.205
2,0.2,30,CS,ROPE,0.07,False,True,False,LS,-1.114,0.073,0.0,0.196
0,0.2,30,CS,ROPE,0.07,False,False,True,LT,-17.426,0.217,-0.298,0.223
1,0.2,30,CS,ROPE,0.07,False,False,True,ID,-13.954,0.196,-0.184,0.214
2,0.2,30,CS,ROPE,0.07,False,False,True,LS,-16.466,0.213,-0.267,0.216
0,0.2,30,CS,ROPE,0.07,False,False,False,LT,-0.77,0.067,-0.092,0.204
1,0.2,30,CS,ROPE,0.07,False,False,False,ID,-1.868,0.083,-0.186,0.206
2,0.2,30,CS,ROPE,0.07,False,False,False,LS,-0.852,0.068,-0.117,0.206
0,0.2,30,CS,ROPE,0.2,True,True,True,LT,-15.288,0.205,-0.191,0.212
1,0.2,30,CS,ROPE,0.2,True,True,True,ID,-14.516,0.196,-0.204,0.212
2,0.2,30,CS,ROPE,0.2,True,True,True,LS,-14.675,0.199,-0.143,0.208
0,0.2,30,CS,ROPE,0.2,True,True,False,LT,-1.884,0.08,-0.325,0.22
1,0.2,30,CS,ROPE,0.2,True,True,False,ID,-2.863,0.099,-0.398,0.224
2,0.2,30,CS,ROPE,0.2,True,True,False,LS,-2.048,0.083,-0.362,0.223
0,0.2,30,CS,ROPE,0.2,True,False,True,LT,-17.53,0.223,-0.458,0.236
1,0.2,30,CS,ROPE,0.2,True,False,True,ID,-14.646,0.204,-0.375,0.226
2,0.2,30,CS,ROPE,0.2,True,False,True,LS,-16.624,0.218,-0.412,0.23
0,0.2,30,CS,ROPE,0.2,True,False,False,LT,-1.264,0.077,-0.245,0.213
1,0.2,30,CS,ROPE,0.2,True,False,False,ID,-2.846,0.1,-0.324,0.217
2,0.2,30,CS,ROPE,0.2,True,False,False,LS,-1.414,0.079,-0.282,0.216
0,0.2,30,CS,ROPE,0.2,False,True,True,LT,-17.536,0.215,-0.388,0.23
1,0.2,30,CS,ROPE,0.2,False,True,True,ID,-15.302,0.206,-0.346,0.224
2,0.2,30,CS,ROPE,0.2,False,True,True,LS,-16.742,0.21,-0.334,0.226
0,0.2,30,CS,ROPE,0.2,False,True,False,LT,-0.159,0.055,-0.075,0.202
1,0.2,30,CS,ROPE,0.2,False,True,False,ID,-1.729,0.083,-0.146,0.208
2,0.2,30,CS,ROPE,0.2,False,True,False,LS,-0.188,0.056,-0.093,0.204
0,0.2,30,CS,ROPE,0.2,False,False,True,LT,-21.668,0.242,-0.626,0.252
1,0.2,30,CS,ROPE,0.2,False,False,True,ID,-18.754,0.227,-0.472,0.24
2,0.2,30,CS,ROPE,0.2,False,False,True,LS,-20.968,0.238,-0.588,0.249
0,0.2,30,CS,ROPE,0.2,False,False,False,LT,-0.688,0.062,-0.118,0.208
1,0.2,30,CS,ROPE,0.2,False,False,False,ID,-2.198,0.091,-0.284,0.218
2,0.2,30,CS,ROPE,0.2,False,False,False,LS,-0.707,0.065,-0.155,0.211
0,0.2,30,FSlin,Gauss-Newton,0.01,True,True,True,LT,-10.285,0.168,0.762,0.094
1,0.2,30,FSlin,Gauss-Newton,0.01,True,True,True,ID,-9.438,0.16,0.794,0.088
2,0.2,30,FSlin,Gauss-Newton,0.01,True,True,True,LS,-10.013,0.165,0.756,0.096
0,0.2,30,FSlin,Gauss-Newton,0.01,True,True,False,LT,-10.285,0.168,0.762,0.094
1,0.2,30,FSlin,Gauss-Newton,0.01,True,True,False,ID,-9.438,0.16,0.794,0.088
2,0.2,30,FSlin,Gauss-Newton,0.01,True,True,False,LS,-10.013,0.165,0.756,0.096
0,0.2,30,FSlin,Gauss-Newton,0.01,True,False,True,LT,-10.285,0.168,0.762,0.094
1,0.2,30,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.438,0.16,0.794,0.088
2,0.2,30,FSlin,Gauss-Newton,0.01,True,False,True,LS,-10.013,0.165,0.756,0.096
0,0.2,30,FSlin,Gauss-Newton,0.01,True,False,False,LT,-10.285,0.168,0.762,0.094
1,0.2,30,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.438,0.16,0.794,0.088
2,0.2,30,FSlin,Gauss-Newton,0.01,True,False,False,LS,-10.013,0.165,0.756,0.096
0,0.2,30,FSlin,Gauss-Newton,0.01,False,True,True,LT,-25.081,0.252,-1.976,0.336
1,0.2,30,FSlin,Gauss-Newton,0.01,False,True,True,ID,-25.127,0.258,-2.173,0.342
2,0.2,30,FSlin,Gauss-Newton,0.01,False,True,True,LS,-25.892,0.256,-2.068,0.341
0,0.2,30,FSlin,Gauss-Newton,0.01,False,True,False,LT,-25.081,0.252,-1.976,0.336
1,0.2,30,FSlin,Gauss-Newton,0.01,False,True,False,ID,-25.127,0.258,-2.173,0.342
2,0.2,30,FSlin,Gauss-Newton,0.01,False,True,False,LS,-25.892,0.256,-2.068,0.341
0,0.2,30,FSlin,Gauss-Newton,0.01,False,False,True,LT,-25.081,0.252,-1.976,0.336
1,0.2,30,FSlin,Gauss-Newton,0.01,False,False,True,ID,-25.127,0.258,-2.173,0.342
2,0.2,30,FSlin,Gauss-Newton,0.01,False,False,True,LS,-25.892,0.256,-2.068,0.341
0,0.2,30,FSlin,Gauss-Newton,0.01,False,False,False,LT,-25.081,0.252,-1.976,0.336
1,0.2,30,FSlin,Gauss-Newton,0.01,False,False,False,ID,-25.127,0.258,-2.173,0.342
2,0.2,30,FSlin,Gauss-Newton,0.01,False,False,False,LS,-25.892,0.256,-2.068,0.341
0,0.2,30,FSlin,Gauss-Newton,0.07,True,True,True,LT,-14.786,0.199,0.73,0.096
1,0.2,30,FSlin,Gauss-Newton,0.07,True,True,True,ID,-12.433,0.184,0.854,0.074
2,0.2,30,FSlin,Gauss-Newton,0.07,True,True,True,LS,-14.334,0.196,0.752,0.09
0,0.2,30,FSlin,Gauss-Newton,0.07,True,True,False,LT,-14.786,0.199,0.73,0.096
1,0.2,30,FSlin,Gauss-Newton,0.07,True,True,False,ID,-12.433,0.184,0.854,0.074
2,0.2,30,FSlin,Gauss-Newton,0.07,True,True,False,LS,-14.334,0.196,0.752,0.09
0,0.2,30,FSlin,Gauss-Newton,0.07,True,False,True,LT,-14.786,0.199,0.73,0.096
1,0.2,30,FSlin,Gauss-Newton,0.07,True,False,True,ID,-12.433,0.184,0.854,0.074
2,0.2,30,FSlin,Gauss-Newton,0.07,True,False,True,LS,-14.334,0.196,0.752,0.09
0,0.2,30,FSlin,Gauss-Newton,0.07,True,False,False,LT,-14.786,0.199,0.73,0.096
1,0.2,30,FSlin,Gauss-Newton,0.07,True,False,False,ID,-12.433,0.184,0.854,0.074
2,0.2,30,FSlin,Gauss-Newton,0.07,True,False,False,LS,-14.334,0.196,0.752,0.09
0,0.2,30,FSlin,Gauss-Newton,0.07,False,True,True,LT,-18.244,0.223,-0.082,0.203
1,0.2,30,FSlin,Gauss-Newton,0.07,False,True,True,ID,-18.154,0.225,-0.091,0.2
2,0.2,30,FSlin,Gauss-Newton,0.07,False,True,True,LS,-18.158,0.222,-0.096,0.204
0,0.2,30,FSlin,Gauss-Newton,0.07,False,True,False,LT,-18.244,0.223,-0.082,0.203
1,0.2,30,FSlin,Gauss-Newton,0.07,False,True,False,ID,-18.154,0.225,-0.091,0.2
2,0.2,30,FSlin,Gauss-Newton,0.07,False,True,False,LS,-18.158,0.222,-0.096,0.204
0,0.2,30,FSlin,Gauss-Newton,0.07,False,False,True,LT,-18.244,0.223,-0.082,0.203
1,0.2,30,FSlin,Gauss-Newton,0.07,False,False,True,ID,-18.154,0.225,-0.091,0.2
2,0.2,30,FSlin,Gauss-Newton,0.07,False,False,True,LS,-18.158,0.222,-0.096,0.204
0,0.2,30,FSlin,Gauss-Newton,0.07,False,False,False,LT,-18.244,0.223,-0.082,0.203
1,0.2,30,FSlin,Gauss-Newton,0.07,False,False,False,ID,-18.154,0.225,-0.091,0.2
2,0.2,30,FSlin,Gauss-Newton,0.07,False,False,False,LS,-18.158,0.222,-0.096,0.204
0,0.2,30,FSlin,Gauss-Newton,0.2,True,True,True,LT,-18.122,0.218,0.418,0.144
1,0.2,30,FSlin,Gauss-Newton,0.2,True,True,True,ID,-16.78,0.213,0.488,0.142
2,0.2,30,FSlin,Gauss-Newton,0.2,True,True,True,LS,-18.054,0.216,0.422,0.144
0,0.2,30,FSlin,Gauss-Newton,0.2,True,True,False,LT,-18.122,0.218,0.418,0.144
1,0.2,30,FSlin,Gauss-Newton,0.2,True,True,False,ID,-16.78,0.213,0.488,0.142
2,0.2,30,FSlin,Gauss-Newton,0.2,True,True,False,LS,-18.054,0.216,0.422,0.144
0,0.2,30,FSlin,Gauss-Newton,0.2,True,False,True,LT,-18.122,0.218,0.418,0.144
1,0.2,30,FSlin,Gauss-Newton,0.2,True,False,True,ID,-16.78,0.213,0.488,0.142
2,0.2,30,FSlin,Gauss-Newton,0.2,True,False,True,LS,-18.054,0.216,0.422,0.144
0,0.2,30,FSlin,Gauss-Newton,0.2,True,False,False,LT,-18.122,0.218,0.418,0.144
1,0.2,30,FSlin,Gauss-Newton,0.2,True,False,False,ID,-16.78,0.213,0.488,0.142
