,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,True,False,False,LT,-7.831,0.258,0.095,0.166
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,True,False,False,ID,-9.824,0.291,0.906,0.052
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,True,False,False,LS,-7.98,0.258,0.268,0.148
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,True,False,False,LT,-7.831,0.258,0.095,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,True,False,False,ID,-9.824,0.291,0.906,0.052
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,True,False,False,LS,-7.98,0.258,0.268,0.148
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,True,LT,-6.24,0.228,-1.832,0.31
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,True,ID,-8.787,0.264,-2.322,0.345
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,True,LS,-6.953,0.238,-1.995,0.32
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,True,LT,-6.24,0.228,0.01,0.174
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,True,ID,-8.787,0.264,0.7,0.092
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,True,LS,-6.953,0.238,0.152,0.158
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,False,LT,-6.24,0.228,0.01,0.174
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,False,ID,-8.787,0.264,0.7,0.092
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,True,False,LS,-6.953,0.238,0.152,0.158
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,False,LT,-6.24,0.228,0.01,0.174
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,False,ID,-8.787,0.264,0.7,0.092
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,True,False,LS,-6.953,0.238,0.152,0.158
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,True,LT,-6.24,0.228,-1.832,0.31
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,True,ID,-8.787,0.264,-2.322,0.345
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,True,LS,-6.953,0.238,-1.995,0.32
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,True,LT,-6.24,0.228,0.01,0.174
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,True,ID,-8.787,0.264,0.7,0.092
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,True,LS,-6.953,0.238,0.152,0.158
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,False,LT,-6.24,0.228,0.01,0.174
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,False,ID,-8.787,0.264,0.7,0.092
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.01,False,False,False,LS,-6.953,0.238,0.152,0.158
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,False,LT,-6.24,0.228,0.01,0.174
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,False,ID,-8.787,0.264,0.7,0.092
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.01,False,False,False,LS,-6.953,0.238,0.152,0.158
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,True,LT,-7.896,0.26,-1.615,0.31
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,True,ID,-9.596,0.286,-1.922,0.331
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,True,LS,-7.645,0.254,-1.618,0.309
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,True,LT,-7.896,0.26,0.066,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,True,ID,-9.596,0.286,0.903,0.054
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,True,LS,-7.645,0.254,0.335,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,False,LT,-7.896,0.26,0.066,0.166
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,False,ID,-9.596,0.286,0.903,0.054
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,True,False,LS,-7.645,0.254,0.335,0.138
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,False,LT,-7.896,0.26,0.066,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,False,ID,-9.596,0.286,0.903,0.054
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,True,False,LS,-7.645,0.254,0.335,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,True,LT,-7.896,0.26,-1.615,0.31
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,True,ID,-9.596,0.286,-1.922,0.331
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,True,LS,-7.645,0.254,-1.618,0.309
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,True,LT,-7.896,0.26,0.066,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,True,ID,-9.596,0.286,0.903,0.054
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,True,LS,-7.645,0.254,0.335,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,False,LT,-7.896,0.26,0.066,0.166
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,False,ID,-9.596,0.286,0.903,0.054
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,True,False,False,LS,-7.645,0.254,0.335,0.138
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,False,LT,-7.896,0.26,0.066,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,False,ID,-9.596,0.286,0.903,0.054
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,True,False,False,LS,-7.645,0.254,0.335,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,True,LT,-6.371,0.234,-1.61,0.3
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,True,ID,-8.439,0.267,-1.977,0.328
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,True,LS,-6.638,0.239,-1.594,0.307
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,True,LT,-6.371,0.234,0.122,0.162
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,True,ID,-8.439,0.267,0.964,0.032
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,True,LS,-6.638,0.239,0.373,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,False,LT,-6.371,0.234,0.122,0.162
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,False,ID,-8.439,0.267,0.964,0.032
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,True,False,LS,-6.638,0.239,0.373,0.138
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,False,LT,-6.371,0.234,0.122,0.162
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,False,ID,-8.439,0.267,0.964,0.032
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,True,False,LS,-6.638,0.239,0.373,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,True,LT,-6.371,0.234,-1.61,0.3
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,True,ID,-8.439,0.267,-1.977,0.328
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,True,LS,-6.638,0.239,-1.594,0.307
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,True,LT,-6.371,0.234,0.122,0.162
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,True,ID,-8.439,0.267,0.964,0.032
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,True,LS,-6.638,0.239,0.373,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,False,LT,-6.371,0.234,0.122,0.162
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,False,ID,-8.439,0.267,0.964,0.032
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.07,False,False,False,LS,-6.638,0.239,0.373,0.138
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,False,LT,-6.371,0.234,0.122,0.162
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,False,ID,-8.439,0.267,0.964,0.032
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.07,False,False,False,LS,-6.638,0.239,0.373,0.138
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,True,LT,-7.803,0.253,-1.53,0.306
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,True,ID,-9.636,0.284,-1.872,0.33
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,True,LS,-7.618,0.254,-1.612,0.308
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,True,LT,-7.803,0.253,0.078,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,True,ID,-9.636,0.284,0.869,0.062
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,True,LS,-7.618,0.254,0.364,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,False,LT,-7.803,0.253,0.078,0.166
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,False,ID,-9.636,0.284,0.869,0.062
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,True,False,LS,-7.618,0.254,0.364,0.136
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,False,LT,-7.803,0.253,0.078,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,False,ID,-9.636,0.284,0.869,0.062
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,True,False,LS,-7.618,0.254,0.364,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,True,LT,-7.803,0.253,-1.53,0.306
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,True,ID,-9.636,0.284,-1.872,0.33
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,True,LS,-7.618,0.254,-1.612,0.308
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,True,LT,-7.803,0.253,0.078,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,True,ID,-9.636,0.284,0.869,0.062
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,True,LS,-7.618,0.254,0.364,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,False,LT,-7.803,0.253,0.078,0.166
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,False,ID,-9.636,0.284,0.869,0.062
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,True,False,False,LS,-7.618,0.254,0.364,0.136
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,False,LT,-7.803,0.253,0.078,0.166
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,False,ID,-9.636,0.284,0.869,0.062
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,True,False,False,LS,-7.618,0.254,0.364,0.136
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,True,LT,-6.388,0.236,-1.535,0.298
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,True,ID,-8.457,0.266,-1.89,0.328
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,True,LS,-6.748,0.24,-1.556,0.304
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,True,LT,-6.388,0.236,0.1,0.164
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,True,ID,-8.457,0.266,0.928,0.044
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,True,LS,-6.748,0.24,0.398,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,False,LT,-6.388,0.236,0.1,0.164
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,False,ID,-8.457,0.266,0.928,0.044
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,True,False,LS,-6.748,0.24,0.398,0.134
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,False,LT,-6.388,0.236,0.1,0.164
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,False,ID,-8.457,0.266,0.928,0.044
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,True,False,LS,-6.748,0.24,0.398,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,True,LT,-6.388,0.236,-1.535,0.298
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,True,ID,-8.457,0.266,-1.89,0.328
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,True,LS,-6.748,0.24,-1.556,0.304
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,True,LT,-6.388,0.236,0.1,0.164
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,True,ID,-8.457,0.266,0.928,0.044
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,True,LS,-6.748,0.24,0.398,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,False,LT,-6.388,0.236,0.1,0.164
2,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,False,ID,-8.457,0.266,0.928,0.044
3,0.2,10.0,closest,observed,CS,Gauss-Newton,0.2,False,False,False,LS,-6.748,0.24,0.398,0.134
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,False,LT,-6.388,0.236,0.1,0.164
6,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,False,ID,-8.457,0.266,0.928,0.044
7,0.2,10.0,closest,Observed,CS,Gauss-Newton,0.2,False,False,False,LS,-6.748,0.24,0.398,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,True,LT,-2.764,0.17,-0.808,0.262
2,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,True,ID,-5.151,0.218,-1.278,0.284
3,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,True,LS,-2.104,0.151,-0.75,0.25
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,True,LT,-2.764,0.17,-0.894,0.238
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,True,ID,-5.151,0.218,-0.061,0.179
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,True,LS,-2.104,0.151,-0.193,0.188
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,False,LT,-4.868,0.216,0.099,0.16
2,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,False,ID,-8.542,0.266,0.774,0.078
3,0.2,10.0,closest,observed,CS,ROPE,0.01,True,True,False,LS,-6.363,0.239,0.456,0.128
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,False,LT,-4.868,0.216,0.099,0.16
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,False,ID,-8.542,0.266,0.774,0.078
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,True,False,LS,-6.363,0.239,0.456,0.128
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,True,LT,-3.567,0.188,-0.765,0.256
2,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,True,ID,-5.469,0.22,-1.148,0.272
3,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,True,LS,-2.698,0.167,-0.681,0.244
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,True,LT,-3.567,0.188,-0.929,0.238
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,True,ID,-5.469,0.22,-0.062,0.178
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,True,LS,-2.698,0.167,-0.212,0.186
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,False,LT,-5.108,0.222,0.224,0.148
2,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,False,ID,-8.567,0.272,0.786,0.076
3,0.2,10.0,closest,observed,CS,ROPE,0.01,True,False,False,LS,-6.469,0.239,0.53,0.118
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,False,LT,-5.108,0.222,0.224,0.148
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,False,ID,-8.567,0.272,0.786,0.076
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,True,False,False,LS,-6.469,0.239,0.53,0.118
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,True,LT,-2.173,0.154,-0.644,0.246
2,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,True,ID,-4.335,0.202,-0.902,0.262
3,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,True,LS,-1.578,0.135,-0.536,0.238
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,True,LT,-2.173,0.154,-1.01,0.239
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,True,ID,-4.335,0.202,-0.08,0.181
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,True,LS,-1.578,0.135,-0.318,0.193
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,False,LT,-4.774,0.21,0.318,0.144
2,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,False,ID,-8.744,0.265,0.772,0.083
3,0.2,10.0,closest,observed,CS,ROPE,0.01,False,True,False,LS,-6.494,0.235,0.531,0.117
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,False,LT,-4.774,0.21,0.318,0.144
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,False,ID,-8.744,0.265,0.772,0.083
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,True,False,LS,-6.494,0.235,0.531,0.117
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,True,LT,-1.971,0.141,-0.573,0.248
2,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,True,ID,-4.242,0.194,-0.87,0.27
3,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,True,LS,-1.444,0.132,-0.562,0.237
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,True,LT,-1.971,0.141,-0.85,0.234
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,True,ID,-4.242,0.194,-0.003,0.174
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,True,LS,-1.444,0.132,-0.188,0.19
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,False,LT,-4.998,0.21,0.073,0.163
2,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,False,ID,-7.76,0.26,0.761,0.084
3,0.2,10.0,closest,observed,CS,ROPE,0.01,False,False,False,LS,-6.14,0.236,0.345,0.14
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,False,LT,-4.998,0.21,0.073,0.163
6,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,False,ID,-7.76,0.26,0.761,0.084
7,0.2,10.0,closest,Observed,CS,ROPE,0.01,False,False,False,LS,-6.14,0.236,0.345,0.14
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,True,LT,-3.963,0.196,-0.849,0.262
2,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,True,ID,-6.552,0.244,-1.168,0.285
3,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,True,LS,-2.678,0.168,-0.676,0.25
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,True,LT,-3.963,0.196,-1.27,0.256
6,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,True,ID,-6.552,0.244,-0.565,0.212
7,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,True,LS,-2.678,0.168,-0.417,0.202
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,False,LT,-4.454,0.204,0.065,0.161
2,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,False,ID,-7.434,0.257,0.764,0.081
3,0.2,10.0,closest,observed,CS,ROPE,0.07,True,True,False,LS,-5.534,0.222,0.43,0.128
4,=======,,,,,,,,,,,,,,
5,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,False,LT,-4.454,0.204,0.065,0.161
6,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,False,ID,-7.434,0.257,0.764,0.081
7,0.2,10.0,closest,Observed,CS,ROPE,0.07,True,True,False,LS,-5.534,0.222,0.43,0.128
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,10.0,closest,observed,CS,ROPE,0.07,True,False,True,LT,-3.46,0.188,-1.011,0.275
2,0.2,10.0,closest,observed,CS,ROPE,0.07,True,False,True,ID,-5.14,0.221,-1.194,0.288
3,0.2,10.0,closest,observed,CS,ROPE,0.07,True,False,True,LS,-2.436,0.163,-0.908,0.266
4,=======,,,,,,,,,,,,,,
