    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    4   33        17   20        0.37706            2.66721        2.70859         0.24490E+02    0.24490E+02    0
   18   21        19   20       -2.33619           20.36812       19.60592         0.96330E+02    0.61254E+02    1
   14   25        19   20       -0.31739            7.13452        7.07870         0.40407E+02    0.40407E+02    0
   12   26        18   20       -0.58586            5.59322        5.51233         0.40219E+02    0.40219E+02    0
    8   30        18   20       -0.42729            3.70653        3.65339         0.29586E+02    0.29586E+02    0
   10   28        18   20       -0.97505            4.64873        4.51255         0.34242E+02    0.32797E+02    1
   50   53        39   64       -0.31485            1.69418        1.66589         0.21011E+02    0.18699E+02    1
   38   85        59   64       -0.32423            1.37038        1.31587         0.79891E+01    0.79891E+01    0
   36   87        59   64       -0.61910            1.43210        1.31217         0.70785E+01    0.70785E+01    0
   34   89        59   64       -0.65207            1.44933        1.30356         0.61512E+01    0.61512E+01    0
   50   75        61   64       -0.91192            1.45275        1.37720         0.18017E+02    0.17075E+02    1
   48   77        61   64       -0.08444            1.34388        1.33471         0.12340E+02    0.12340E+02    0
   46   79        61   64       -0.18781            1.31541        1.28913         0.93046E+01    0.93046E+01    0
   60   67        63   64        2.91719            4.82807        5.14681         0.45631E+02    0.45631E+02    0
   62   65        63   64       -2.42411           17.23432       16.55930         0.92680E+02    0.60671E+02    1
   58   69        63   64       -0.77315            2.93817        2.86996         0.32913E+02    0.32913E+02    0
   32   90        58   64       -0.30509            1.40190        1.33700         0.64361E+01    0.64361E+01    0
   30   92        58   64       -0.09631            1.36655        1.34276         0.54830E+01    0.54830E+01    0
   28   94        58   64       -0.10189            1.36690        1.33839         0.48344E+01    0.48344E+01    0
   44   80        60   64       -0.42622            1.43864        1.38606         0.11448E+02    0.11448E+02    0
   42   82        60   64       -0.06922            1.38799        1.37727         0.89255E+01    0.89255E+01    0
   40   84        60   64        0.05626            1.37513        1.38578         0.72953E+01    0.72953E+01    0
   56   70        62   64       -0.12665            2.36186        2.35280         0.32950E+02    0.32950E+02    0
   54   72        62   64       -1.07541            1.89850        1.80835         0.27837E+02    0.22104E+02    1
   52   74        62   64       -0.50962            1.57397        1.52667         0.16700E+02    0.16700E+02    0
    4   37        19   22        0.27125            2.11264        2.15134         0.14944E+02    0.14944E+02    0
    6   35        19   22       -0.48439            2.41685        2.36467         0.22192E+02    0.22192E+02    0
    8   33        19   22       -0.73680            2.78679        2.71619         0.28715E+02    0.28715E+02    0
   16   27        21   22       -0.86581            6.25513        6.09594         0.39197E+02    0.33587E+02    1
   18   25        21   22       -2.11360           11.17606       10.54537         0.55405E+02    0.36387E+02    1
   12   30        20   22       -0.58336            2.97707        2.92137         0.30889E+02    0.30889E+02    0
   14   28        20   22       -1.25267            4.22129        4.06809         0.37685E+02    0.33886E+02    1
   10   32        20   22       -1.22772            2.73281        2.61124         0.27573E+02    0.26981E+02    1
    1   41        19   23        0.27719            1.66511        1.70878         0.10708E+02    0.10708E+02    0
    3   39        19   23        0.46312            1.89941        1.95850         0.15115E+02    0.15115E+02    0
   15   29        21   23        1.61131            4.16706        4.34966         0.37572E+02    0.37572E+02    0
   11   33        21   23       -0.49406            2.87750        2.82700         0.27904E+02    0.27904E+02    0
    5   38        20   23       -2.07212            2.17489        1.90082         0.15384E+02    0.15384E+02    0
    7   36        20   23       -0.62966            2.16497        2.09747         0.19879E+02    0.19879E+02    0
   19   26        22   23       -1.15818            9.15665        8.95839         0.52910E+02    0.52910E+02    0
   21   24        22   23       -3.30364           15.96464       15.16187         0.91054E+02    0.64034E+02    1
   47   53        19   81       -0.16616            1.43483        1.39401         0.57570E+01    0.57570E+01    0
   49  107        75   81       -0.06158            1.34894        1.33559         0.61930E+01    0.61930E+01    0
   47  109        75   81        0.05213            1.33022        1.34328         0.53373E+01    0.53373E+01    0
   55  102        76   81       -0.35725            1.40595        1.34599         0.81965E+01    0.81965E+01    0
   53  104        76   81       -0.20512            1.36566        1.32478         0.67500E+01    0.67500E+01    0
   51  106        76   81       -0.11743            1.34484        1.31745         0.57077E+01    0.57077E+01    0
   61   97        77   81       -0.91002            1.51819        1.40804         0.12081E+02    0.12081E+02    0
   59   99        77   81       -0.64386            1.51205        1.41517         0.97232E+01    0.97232E+01    0
   57  101        77   81       -0.46010            1.50304        1.41876         0.79739E+01    0.79739E+01    0
   67   92        78   81       -1.65658            1.56517        1.38913         0.19411E+02    0.13884E+02    1
   65   94        78   81       -1.35967            1.47966        1.31933         0.13586E+02    0.11855E+02    1
   63   96        78   81       -1.12893            1.45395        1.30280         0.10285E+02    0.10285E+02    0
   73   87        79   81        0.02935            1.87642        1.87818         0.31243E+02    0.31243E+02    0
   71   89        79   81       -1.01138            1.70605        1.62206         0.27153E+02    0.20033E+02    1
   69   91        79   81       -0.87989            1.59547        1.50298         0.16928E+02    0.14734E+02    1
   79   82        80   81       -0.78404           11.49738       11.39107         0.84399E+02    0.84399E+02    0
   75   86        80   81        0.90245            1.66852        1.72148         0.28876E+02    0.28876E+02    0
   30   33        19   44       -0.64398            1.91253        1.85376         0.23719E+02    0.20632E+02    1
   16   67        39   44       -0.12776            1.64931        1.62366         0.81520E+01    0.81520E+01    0
   18   65        39   44       -0.26796            1.66329        1.61796         0.96967E+01    0.96967E+01    0
   14   69        39   44       -0.03134            1.62630        1.61893         0.69022E+01    0.69022E+01    0
   26   59        41   44       -0.41306            1.65209        1.59472         0.11686E+02    0.11686E+02    0
   28   57        41   44       -0.61710            1.71294        1.64528         0.15728E+02    0.15314E+02    1
   30   55        41   44       -0.81911            1.94011        1.85718         0.24061E+02    0.18752E+02    1
   42   45        43   44       -2.24139           19.80503       19.22445         0.95708E+02    0.75333E+02    1
   38   49        43   44        1.70734            3.48649        3.66474         0.34242E+02    0.34242E+02    0
   12   70        38   44        0.02288            1.65955        1.66454         0.76190E+01    0.76190E+01    0
   10   72        38   44        0.15075            1.61879        1.65680         0.64951E+01    0.64951E+01    0
    8   74        38   44        0.11967            1.59686        1.63106         0.56477E+01    0.56477E+01    0
   24   60        40   44       -0.65444            1.63879        1.55858         0.13041E+02    0.13041E+02    0
   20   64        40   44       -0.34348            1.63129        1.56781         0.86543E+01    0.86543E+01    0
   22   62        40   44       -0.56034            1.63594        1.55109         0.10520E+02    0.10520E+02    0
   34   52        42   44       -0.97391            2.26240        2.16325         0.28989E+02    0.21730E+02    1
   36   50        42   44       -0.15854            2.73874        2.72603         0.34097E+02    0.34097E+02    0
   32   54        42   44       -0.72837            1.92775        1.84815         0.20454E+02    0.17273E+02    1
   31   33        23   41       -1.53111            2.32909        2.17291         0.29184E+02    0.22060E+02    1
    9   67        35   41       -0.11041            1.81479        1.79090         0.83317E+01    0.83317E+01    0
    7   69        35   41       -0.05879            1.74899        1.73440         0.70175E+01    0.70175E+01    0
    5   71        35   41        0.03884            1.68253        1.69355         0.59507E+01    0.59507E+01    0
   19   59        37   41       -0.60192            1.74128        1.65015         0.11197E+02    0.11197E+02    0
   21   57        37   41       -0.94588            1.78015        1.66517         0.14166E+02    0.14166E+02    0
   17   61        37   41       -0.44728            1.72464        1.64236         0.91495E+01    0.91495E+01    0
   31   49        39   41       -1.63865            2.55464        2.35675         0.29815E+02    0.20324E+02    1
   33   47        39   41       -1.06261            3.01931        2.91008         0.34875E+02    0.28837E+02    1
   29   51        39   41       -1.66810            2.27279        2.05791         0.24115E+02    0.16795E+02    1
   13   64        36   41       -0.34416            1.82094        1.75262         0.90004E+01    0.90004E+01    0
   15   62        36   41       -0.40157            1.79063        1.72305         0.10439E+02    0.10439E+02    0
   11   66        36   41       -0.24924            1.78678        1.72900         0.75833E+01    0.75833E+01    0
   27   52        38   41       -2.03166            2.27889        2.02341         0.27410E+02    0.17086E+02    1
   23   56        38   41       -1.21944            1.97283        1.79646         0.13955E+02    0.13021E+02    1
   25   54        38   41       -1.43555            2.06195        1.87052         0.18933E+02    0.14733E+02    1
   39   42        40   41        0.42776           15.70228       15.77651         0.90706E+02    0.90706E+02    0
   35   46        40   41       -0.32911            3.38607        3.35346         0.34011E+02    0.34011E+02    0
   37   44        40   41       -0.19477            6.77911        6.75241         0.49357E+02    0.49357E+02    0
    2    5         3    4       -2.33872           27.86936       26.94327         0.10357E+03    0.69205E+02    1
    8   37        21   24       -0.34352            2.26976        2.23265         0.20841E+02    0.20841E+02    0
   10   35        21   24       -0.84415            2.59167        2.51432         0.28237E+02    0.27858E+02    1
    6   39        21   24       -0.01477            1.99341        1.99133         0.14101E+02    0.14101E+02    0
    2   42        20   24        0.07401            1.58501        1.59657         0.10192E+02    0.10192E+02    0
    4   40        20   24        0.13004            1.76193        1.77835         0.14021E+02    0.14021E+02    0
   16   30        22   24        2.26657            3.26999        3.48543         0.35524E+02    0.35524E+02    0
   12   34        22   24       -0.59031            2.33786        2.28288         0.24805E+02    0.24805E+02    0
   14   32        22   24        0.29801            2.66106        2.68754         0.30098E+02    0.30098E+02    0
   22   25        23   24       -0.85003           14.32961       14.19311         0.88807E+02    0.88807E+02    0
   18   29        23   24       -0.46431            4.25022        4.19552         0.35846E+02    0.35846E+02    0
    5   41        21   25        0.29607            1.89801        1.93558         0.15104E+02    0.15104E+02    0
    1   45        21   25       -2.36188            2.03411        1.63426         0.10791E+02    0.10791E+02    0
    3   43        21   25        0.31134            1.79222        1.84130         0.11525E+02    0.11525E+02    0
    9   38        22   25       -0.56933            2.24053        2.17937         0.20573E+02    0.20573E+02    0
   11   36        22   25       -1.11787            2.43731        2.33462         0.27839E+02    0.25970E+02    1
    7   40        22   25       -0.23093            1.97475        1.94237         0.13969E+02    0.13969E+02    0
   23   26        24   25       -0.68965           18.68595       18.54997         0.94429E+02    0.94429E+02    0
   19   30        24   25       -0.77361            5.90160        5.76953         0.38673E+02    0.34181E+02    1
   17   31        23   25        0.33772            3.59595        3.62955         0.36313E+02    0.36313E+02    0
   13   35        23   25       -1.11401            2.75388        2.63013         0.27622E+02    0.24228E+02    1
   15   33        23   25       -0.38586            2.93476        2.89820         0.30787E+02    0.30787E+02    0
   51   53        43   61       -1.00136            2.05437        1.96625         0.28350E+02    0.22839E+02    1
   29   87        55   61       -0.93844            1.70073        1.50813         0.78080E+01    0.78080E+01    0
   27   89        55   61       -1.18865            1.80025        1.52709         0.72232E+01    0.72232E+01    0
   25   91        55   61        0.24684            1.45239        1.52388         0.51368E+01    0.51368E+01    0
   41   77        57   61       -0.23943            1.56537        1.53557         0.12457E+02    0.12457E+02    0
   39   79        57   61       -0.22770            1.53497        1.49997         0.98707E+01    0.98707E+01    0
   37   81        57   61       -0.45960            1.56558        1.48131         0.83057E+01    0.83057E+01    0
   53   67        59   61       -1.58325            2.55170        2.39388         0.33544E+02    0.24799E+02    1
   51   69        59   61       -2.02824            2.08451        1.87080         0.28445E+02    0.18751E+02    1
   49   71        59   61       -1.45359            1.85963        1.68984         0.19731E+02    0.15182E+02    1
   35   82        56   61        0.03489            1.41109        1.41709         0.82265E+01    0.82265E+01    0
   33   84        56   61       -0.32310            1.48527        1.42131         0.73412E+01    0.73412E+01    0
   31   86        56   61       -0.84054            1.61832        1.43191         0.68684E+01    0.68684E+01    0
   47   72        58   61       -1.16676            1.72909        1.61343         0.21444E+02    0.16853E+02    1
   43   76        58   61       -0.30761            1.56006        1.51718         0.11035E+02    0.11035E+02    0
   57   64        60   61        2.67141            6.59043        6.95943         0.49036E+02    0.49036E+02    0
   59   62        60   61       -3.20953           20.78695       19.59480         0.96785E+02    0.54343E+02    1
   55   66        60   61        0.11873            3.64043        3.65295         0.34585E+02    0.34585E+02    0
    6   64        32   38       -0.07805            1.66511        1.64819         0.76445E+01    0.76445E+01    0
    2   68        32   38        0.05058            1.53409        1.54846         0.54257E+01    0.54257E+01    0
   32   33        27   38       -1.70928            4.48317        4.22625         0.36291E+02    0.28963E+02    1
   12   59        33   38       -0.33541            1.80147        1.74485         0.10502E+02    0.10502E+02    0
   10   61        33   38       -0.03201            1.75625        1.74979         0.86806E+01    0.86806E+01    0
   20   53        35   38       -3.04049            2.51887        1.97566         0.17817E+02    0.12517E+02    1
   22   51        35   38       -1.54907            2.21767        2.00777         0.20363E+02    0.15579E+02    1
   34   41        37   38        0.43750            5.66076        5.71331         0.47342E+02    0.47342E+02    0
   36   39        37   38        0.73705           13.32960       13.44814         0.87334E+02    0.83253E+02    1
   16   56        34   38       -0.79939            1.89203        1.77171         0.12167E+02    0.12167E+02    0
   18   54        34   38       -0.81746            1.87916        1.77919         0.14954E+02    0.14954E+02    0
   14   58        34   38       -0.27598            1.80660        1.75532         0.95843E+01    0.95843E+01    0
   26   48        36   38       -2.22649            2.29294        1.99388         0.24329E+02    0.15932E+02    1
   30   44        36   38       -0.56255            3.10445        3.04425         0.35100E+02    0.28726E+02    1
    2    9         5    6       -2.21501           19.12694       18.30827         0.62735E+02    0.50635E+02    1
   33   80        54   59       -0.35378            1.52119        1.46170         0.88683E+01    0.88683E+01    0
   31   82        54   59       -0.16352            1.50135        1.46862         0.74207E+01    0.74207E+01    0
   29   84        54   59       -0.26380            1.52894        1.46803         0.64890E+01    0.64890E+01    0
   27   85        53   59       -0.38090            1.65357        1.57265         0.75915E+01    0.75915E+01    0
   25   87        53   59       -0.43442            1.68204        1.57718         0.67488E+01    0.67488E+01    0
   23   89        53   59       -0.33612            1.68769        1.59528         0.59690E+01    0.59690E+01    0
   39   75        55   59       -0.02754            1.67608        1.67263         0.13338E+02    0.13338E+02    0
   37   77        55   59       -0.00496            1.66204        1.66127         0.10688E+02    0.10688E+02    0
   35   79        55   59        0.02353            1.58091        1.58535         0.83870E+01    0.83870E+01    0
   49   67        57   59       -1.66919            2.22275        2.04899         0.28871E+02    0.20507E+02    1
   51   65        57   59       -1.18968            2.72863        2.61586         0.34068E+02    0.28187E+02    1
   47   69        57   59       -1.03042            1.88566        1.77530         0.20007E+02    0.17086E+02    1
   43   72        56   59       -0.45912            1.65557        1.60631         0.15201E+02    0.15201E+02    0
   41   74        56   59       -0.12333            1.58657        1.56923         0.11223E+02    0.11223E+02    0
   57   60        58   59       -2.97355           20.19156       19.15415         0.96137E+02    0.56375E+02    1
   53   64        58   59        1.05692            3.29524        3.39992         0.33798E+02    0.33798E+02    0
   55   62        58   59        2.01981            5.81163        6.06338         0.47630E+02    0.47630E+02    0
   54   58        36   76        0.07758            1.50564        1.51775         0.96820E+01    0.96820E+01    0
   44  102        70   76       -0.08248            1.55336        1.53550         0.71315E+01    0.71315E+01    0
   42  104        70   76        0.21280            1.48307        1.53707         0.59505E+01    0.59505E+01    0
   40  106        70   76        0.14882            1.50025        1.54292         0.53060E+01    0.53060E+01    0
   50   97        71   76       -0.33723            1.51386        1.45711         0.88256E+01    0.88256E+01    0
   48   99        71   76       -0.03310            1.48698        1.48029         0.73497E+01    0.73497E+01    0
   46  101        71   76       -0.11215            1.52763        1.50143         0.64835E+01    0.64835E+01    0
   56   92        72   76       -0.79422            1.53786        1.44123         0.12238E+02    0.12238E+02    0
   54   94        72   76       -0.71822            1.52780        1.42010         0.98245E+01    0.98245E+01    0
   52   96        72   76       -0.40916            1.45764        1.38252         0.77330E+01    0.77330E+01    0
   62   87        73   76       -1.75889            1.69410        1.50674         0.21010E+02    0.15007E+02    1
   60   89        73   76       -1.26675            1.63227        1.48130         0.14988E+02    0.13052E+02    1
   58   91        73   76       -0.80585            1.57267        1.46277         0.11124E+02    0.11124E+02    0
   68   82        74   76       -1.40379            2.03343        1.92668         0.31828E+02    0.26030E+02    1
   66   84        74   76       -2.10900            1.83499        1.63779         0.27619E+02    0.18551E+02    1
   64   86        74   76       -1.96727            1.69168        1.46352         0.17949E+02    0.13579E+02    1
   74   77        75   76       -2.34605           16.57735       16.06292         0.91851E+02    0.74421E+02    1
   70   81        75   76        3.05052            2.29983        2.53685         0.31101E+02    0.31101E+02    0
    5   67        33   39        0.09918            1.64845        1.67335         0.66141E+01    0.66141E+01    0
    7   65        33   39       -0.00011            1.72769        1.72767         0.79318E+01    0.79318E+01    0
    3   69        33   39        0.11884            1.60393        1.63789         0.56727E+01    0.56727E+01    0
   15   59        35   39       -0.20807            1.88338        1.84457         0.99916E+01    0.99916E+01    0
   17   57        35   39       -0.47808            1.94585        1.87291         0.12513E+02    0.12513E+02    0
   19   55        35   39       -0.86299            2.03711        1.92909         0.16211E+02    0.15839E+02    1
   27   49        37   39       -1.54821            2.13513        1.95209         0.22654E+02    0.17273E+02    1
   29   47        37   39       -0.77690            2.30064        2.22668         0.29101E+02    0.23776E+02    1
   13   60        34   39       -0.20740            1.83322        1.79799         0.10687E+02    0.10687E+02    0
    9   64        34   39       -0.15909            1.80152        1.76442         0.76459E+01    0.76459E+01    0
   11   62        34   39       -0.20315            1.80636        1.76573         0.89283E+01    0.89283E+01    0
   23   52        36   39       -1.69678            2.12393        1.89116         0.19502E+02    0.14617E+02    1
   25   50        36   39       -1.95373            2.21600        1.97963         0.27233E+02    0.17321E+02    1
   21   54        36   39       -1.17191            1.96780        1.80144         0.13919E+02    0.13267E+02    1
   35   42        38   39       -1.24017            7.67020        7.48517         0.50787E+02    0.50787E+02    0
   37   40        38   39       -1.53190           18.76011       18.34059         0.94516E+02    0.67736E+02    1
   33   44        38   39        0.96655            4.05992        4.17208         0.35469E+02    0.35469E+02    0
   24   82        50   56       -0.32850            1.57467        1.50472         0.72293E+01    0.72293E+01    0
   22   84        50   56       -0.44174            1.64510        1.53860         0.66006E+01    0.66006E+01    0
   20   86        50   56       -0.45298            1.68569        1.56236         0.59619E+01    0.59619E+01    0
   36   72        52   56       -0.44392            1.73709        1.68219         0.13823E+02    0.13823E+02    0
   34   74        52   56       -0.43062            1.68377        1.61811         0.10827E+02    0.10827E+02    0
   32   76        52   56       -0.45391            1.66709        1.58369         0.88442E+01    0.88442E+01    0
   46   64        54   56       -1.61050            2.22674        2.05603         0.28883E+02    0.20191E+02    1
   48   62        54   56       -0.52316            2.61284        2.56811         0.33728E+02    0.30302E+02    1
   44   66        54   56       -0.92169            1.97857        1.87499         0.20993E+02    0.17141E+02    1
   30   77        51   56       -0.47665            1.69477        1.61495         0.98802E+01    0.98802E+01    0
   28   79        51   56       -0.38573            1.65129        1.57507         0.81619E+01    0.81619E+01    0
   26   81        51   56       -0.47787            1.69344        1.58451         0.71872E+01    0.71872E+01    0
   42   67        53   56       -1.06405            2.14976        2.02436         0.26661E+02    0.17703E+02    1
   40   69        53   56       -0.51665            2.00045        1.93406         0.18368E+02    0.15309E+02    1
   38   71        53   56       -0.54492            1.93148        1.85440         0.13662E+02    0.13382E+02    1
   54   57        55   56       -3.81106           24.14650       22.37749         0.10020E+03    0.50090E+02    1
   50   61        55   56        0.36339            4.00842        4.04982         0.35364E+02    0.35364E+02    0
   69   70        66   73        1.06047            4.88221        4.99671         0.45749E+02    0.45749E+02    0
   41   99        67   73       -0.15922            1.56192        1.52762         0.71708E+01    0.71708E+01    0
   39  101        67   73       -0.16171            1.58042        1.54063         0.63412E+01    0.63412E+01    0
   37  103        67   73       -0.09276            1.58713        1.56112         0.56133E+01    0.56133E+01    0
   47   94        68   73       -0.27731            1.50667        1.45985         0.87837E+01    0.87837E+01    0
   43   98        68   73       -0.18105            1.53885        1.49678         0.65311E+01    0.65311E+01    0
   53   89        69   73       -0.83036            1.59586        1.49485         0.12699E+02    0.12699E+02    0
   51   91        69   73       -0.45338            1.52610        1.45720         0.98136E+01    0.98136E+01    0
   49   93        69   73       -0.16193            1.48052        1.45031         0.78544E+01    0.78544E+01    0
   59   84        70   73       -1.18380            1.82262        1.69513         0.22604E+02    0.16326E+02    1
   57   86        70   73       -1.05764            1.77606        1.64493         0.16308E+02    0.13789E+02    1
   55   88        70   73       -2.87385            2.07576        1.59036         0.14683E+02    0.10789E+02    1
   65   79        71   73       -0.94097            2.32799        2.24694         0.32840E+02    0.26553E+02    1
   63   81        71   73       -1.62367            2.01850        1.85359         0.28234E+02    0.19050E+02    1
   61   83        71   73       -1.45073            1.92895        1.74869         0.20467E+02    0.14787E+02    1
   71   74        72   73        0.53337           11.50800       11.58094         0.84417E+02    0.84417E+02    0
   69   76        72   73        2.84574            4.17087        4.47927         0.44113E+02    0.39893E+02    1
   67   78        72   73       -2.09624            2.68344        2.47988         0.32230E+02    0.26572E+02    1
    2   64        30   36       -0.29896            1.57749        1.50471         0.63294E+01    0.63294E+01    0
    4   62        30   36        0.09673            1.55117        1.57239         0.71215E+01    0.71215E+01    0
   16   52        32   36       -0.63419            1.92032        1.84226         0.15281E+02    0.15281E+02    0
   12   56        32   36       -0.18210            1.79124        1.75725         0.95028E+01    0.95028E+01    0
   14   54        32   36       -0.27214            1.83675        1.79492         0.11811E+02    0.11811E+02    0
    8   59        31   36        0.18665            1.60754        1.64575         0.79456E+01    0.79456E+01    0
   10   57        31   36        0.21687            1.65507        1.69269         0.96488E+01    0.96488E+01    0
    6   61        31   36       -0.00311            1.58088        1.58014         0.67095E+01    0.67095E+01    0
   20   49        33   36       -0.99578            2.09365        1.97742         0.19224E+02    0.17435E+02    1
   22   47        33   36       -1.45925            2.22981        2.07102         0.27272E+02    0.19753E+02    1
   18   51        33   36       -0.39359            1.96745        1.91259         0.13917E+02    0.13917E+02    0
   34   37        35   36       -2.38954           20.16665       19.36260         0.96109E+02    0.58730E+02    1
   30   41        35   36        1.86601            5.04835        5.30732         0.37302E+02    0.37302E+02    0
   32   39        35   36       -0.87906            9.13708        8.98646         0.52884E+02    0.52884E+02    0
   28   42        34   36       -0.36726            3.11580        3.08009         0.35130E+02    0.31856E+02    1
   24   46        34   36       -1.34631            2.26694        2.10733         0.24053E+02    0.18441E+02    1
   26   44        34   36       -1.22322            2.64363        2.50181         0.30052E+02    0.22185E+02    1
   27   74        48   53        0.07172            1.33737        1.34972         0.77966E+01    0.77966E+01    0
   25   76        48   53       -0.36419            1.40684        1.33505         0.69536E+01    0.69536E+01    0
   23   78        48   53        0.68307            1.16365        1.33626         0.49387E+01    0.49387E+01    0
   37   66        50   53       -0.75390            1.67986        1.59842         0.15424E+02    0.15172E+02    1
   47   58        52   53       -0.31034            2.84788        2.82096         0.32676E+02    0.32676E+02    0
   21   79        47   53       -0.30701            1.44422        1.37887         0.66304E+01    0.66304E+01    0
   17   83        47   53       -0.31253            1.49206        1.40626         0.52771E+01    0.52771E+01    0
   33   69        49   53       -0.41536            1.49460        1.44330         0.11894E+02    0.11894E+02    0
   29   73        49   53       -0.43292            1.45731        1.37795         0.77313E+01    0.77313E+01    0
   45   59        51   53        0.34330            2.49420        2.51999         0.33368E+02    0.33368E+02    0
   41   63        51   53       -1.01932            1.95289        1.84165         0.20721E+02    0.17381E+02    1
    1   48        22   27       -0.41097            1.65199        1.58298         0.96309E+01    0.96309E+01    0
   13   38        24   27       -0.88027            2.73324        2.63290         0.28587E+02    0.23534E+02    1
    9   42        24   27       -0.36199            2.27146        2.22086         0.16067E+02    0.16067E+02    0
   11   40        24   27       -0.85889            2.43383        2.33559         0.22347E+02    0.20846E+02    1
   23   30        26   27       -0.56149            9.38255        9.28407         0.53209E+02    0.53209E+02    0
   25   28        26   27       -2.81398           21.12378       20.24947         0.97145E+02    0.66571E+02    1
   21   32        26   27       -1.16372            5.30696        5.12598         0.37735E+02    0.33540E+02    1
    5   45        23   27       -0.19944            1.84119        1.81043         0.11840E+02    0.11840E+02    0
    7   43        23   27       -0.22735            1.98470        1.95634         0.15794E+02    0.15794E+02    0
    3   47        23   27        0.12245            1.73305        1.75628         0.91941E+01    0.91941E+01    0
   15   37        25   27       -0.84409            2.69413        2.60138         0.27482E+02    0.24096E+02    1
   17   35        25   27       -0.30765            3.23255        3.19750         0.31482E+02    0.28217E+02    1
   19   33        25   27        0.20604            4.14496        4.16966         0.37526E+02    0.34674E+02    1
   55   58        44   69       -0.57195            1.92327        1.86569         0.23852E+02    0.18815E+02    1
   37   95        63   69       -0.35347            1.53191        1.45682         0.70330E+01    0.70330E+01    0
   35   97        63   69       -0.33776            1.53031        1.44840         0.61401E+01    0.61401E+01    0
   33   99        63   69       -0.19881            1.51895        1.46376         0.53722E+01    0.53722E+01    0
   49   85        65   69       -0.74897            1.63370        1.54224         0.13001E+02    0.13001E+02    0
   47   87        65   69       -0.65440            1.62959        1.53094         0.10479E+02    0.10479E+02    0
   43   90        64   69       -0.39740            1.54757        1.48089         0.90221E+01    0.90221E+01    0
   41   92        64   69       -0.31571            1.54522        1.48265         0.76376E+01    0.76376E+01    0
   39   94        64   69       -0.29558            1.55215        1.48404         0.65875E+01    0.65875E+01    0
   55   80        66   69       -1.00914            1.67546        1.57528         0.20779E+02    0.16367E+02    1
   53   82        66   69       -0.80529            1.58240        1.49395         0.14530E+02    0.14001E+02    1
   51   84        66   69       -0.69767            1.56052        1.46494         0.11038E+02    0.11038E+02    0
   61   75        67   69       -0.30055            2.38243        2.35902         0.33016E+02    0.30442E+02    1
   59   77        67   69       -0.92188            2.07463        1.98601         0.28414E+02    0.21119E+02    1
   57   79        67   69       -0.78939            1.86992        1.78188         0.19840E+02    0.16368E+02    1
   67   70        68   69       -2.02265           16.33778       15.84256         0.91542E+02    0.65713E+02    1
   63   74        68   69        1.37004            2.57063        2.68339         0.31912E+02    0.31912E+02    0
    5   56        28   33        0.09528            1.59990        1.61929         0.79078E+01    0.79078E+01    0
    3   58        28   33        0.46165            1.46176        1.57469         0.62039E+01    0.62039E+01    0
   17   46        30   33       -0.71372            1.79841        1.72233         0.16513E+02    0.16513E+02    0
   29   36        32   33       -0.38982            7.28048        7.22414         0.50178E+02    0.50178E+02    0
    1   59        27   33       -0.00254            1.39271        1.39216         0.63940E+01    0.63940E+01    0
   13   49        29   33       -0.60680            1.87757        1.80285         0.14941E+02    0.14941E+02    0
    9   53        29   33       -0.25384            1.77835        1.73114         0.94344E+01    0.94344E+01    0
   25   39        31   33       -0.91633            2.99954        2.91170         0.34822E+02    0.30828E+02    1
   21   43        31   33       -1.24299            1.98341        1.84869         0.21045E+02    0.17671E+02    1
   52   58        24   86       -0.09238            1.54425        1.52140         0.61960E+01    0.61960E+01    0
   54  112        80   86       -0.04179            1.28387        1.27480         0.58942E+01    0.58942E+01    0
   52  114        80   86        0.06439            1.24717        1.26333         0.50040E+01    0.50040E+01    0
   50  116        80   86        0.05495            1.25386        1.26949         0.44346E+01    0.44346E+01    0
   60  107        81   86       -0.23829            1.35544        1.31518         0.79020E+01    0.79020E+01    0
   58  109        81   86       -0.17731            1.36175        1.32634         0.67307E+01    0.67307E+01    0
   56  111        81   86       -0.03799            1.33406        1.32514         0.56619E+01    0.56619E+01    0
   66  102        82   86       -0.91811            1.39868        1.28794         0.11130E+02    0.11130E+02    0
   64  104        82   86       -0.53031            1.33810        1.25812         0.86046E+01    0.86046E+01    0
   62  106        82   86       -0.34590            1.32445        1.26083         0.70264E+01    0.70264E+01    0
   72   97        83   86       -1.25208            1.48981        1.36871         0.18476E+02    0.14769E+02    1
   70   99        83   86       -1.12661            1.44907        1.32502         0.13305E+02    0.12588E+02    1
   68  101        83   86       -0.91419            1.45582        1.33215         0.10298E+02    0.10298E+02    0
   78   92        84   86        0.65998            1.69947        1.73661         0.30535E+02    0.30535E+02    0
   76   94        84   86       -1.41134            1.60768        1.48989         0.25587E+02    0.18549E+02    1
   74   96        84   86       -1.14377            1.52543        1.40464         0.16185E+02    0.13865E+02    1
   84   87        85   86       -0.71567           15.15859       15.03849         0.89970E+02    0.89970E+02    0
   80   91        85   86        1.53463            2.13883        2.24889         0.30583E+02    0.30583E+02    0
    8   48        26   30       -0.33729            1.90098        1.84924         0.12224E+02    0.12224E+02    0
   10   46        26   30       -0.44638            1.97820        1.92289         0.15742E+02    0.15742E+02    0
    6   50        26   30       -0.10106            1.76800        1.74905         0.93795E+01    0.93795E+01    0
