,Extract,Samples loc.,Interface,Forward model,Min. method,Alpha,Remove coil,Start avg.,Constrain,Det. approach,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
1,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-18.22,0.225,0.204,0.138,-0.126,0.21,0.927048061
2,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-20.094,0.229,0.208,0.142,-0.194,0.216,0.927048061
0,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-19.794,0.23,0.208,0.138,-0.139,0.209,0.927048061
1,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-18.22,0.225,0.204,0.138,-0.126,0.21,0.927048061
2,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-20.094,0.229,0.208,0.142,-0.194,0.216,0.927048061
0,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-19.794,0.23,0.208,0.138,-0.139,0.209,0.927048061
1,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-18.22,0.225,0.204,0.138,-0.126,0.21,0.927048061
2,0.5,mean,log,CS,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-20.094,0.229,0.208,0.142,-0.194,0.216,0.927048061
0,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-17.166,0.213,0.187,0.133,0.35,0.152,0.88766192
1,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-15.369,0.202,0.18,0.12,0.434,0.146,0.88766192
2,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-17.408,0.215,0.188,0.134,0.324,0.157,0.88766192
0,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-17.166,0.213,0.187,0.133,0.35,0.152,0.88766192
1,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-15.369,0.202,0.18,0.12,0.434,0.146,0.88766192
2,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-17.408,0.215,0.188,0.134,0.324,0.157,0.88766192
0,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-17.166,0.213,0.187,0.133,0.35,0.152,0.88766192
1,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-15.369,0.202,0.18,0.12,0.434,0.146,0.88766192
2,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-17.408,0.215,0.188,0.134,0.324,0.157,0.88766192
0,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-17.166,0.213,0.187,0.133,0.35,0.152,0.88766192
1,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-15.369,0.202,0.18,0.12,0.434,0.146,0.88766192
2,0.5,mean,log,CS,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-17.408,0.215,0.188,0.134,0.324,0.157,0.88766192
0,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-17.207,0.214,0.182,0.132,0.331,0.159,0.88924859
1,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-15.522,0.2,0.179,0.122,0.404,0.15,0.88924859
2,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-17.29,0.215,0.183,0.132,0.3,0.162,0.88924859
0,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-17.207,0.214,0.182,0.132,0.331,0.159,0.88924859
1,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-15.522,0.2,0.179,0.122,0.404,0.15,0.88924859
2,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-17.29,0.215,0.183,0.132,0.3,0.162,0.88924859
0,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-17.207,0.214,0.182,0.132,0.331,0.159,0.88924859
1,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-15.522,0.2,0.179,0.122,0.404,0.15,0.88924859
2,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-17.29,0.215,0.183,0.132,0.3,0.162,0.88924859
0,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-17.207,0.214,0.182,0.132,0.331,0.159,0.88924859
1,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-15.522,0.2,0.179,0.122,0.404,0.15,0.88924859
2,0.5,mean,log,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-17.29,0.215,0.183,0.132,0.3,0.162,0.88924859
0,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,TRUE,LT,-15.408,0.21,0.173,0.179,-0.476,0.23,0.820019929
1,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,TRUE,ID,-12.418,0.192,0.162,0.17,-0.349,0.225,0.820019929
2,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,TRUE,LS,-14.849,0.205,0.167,0.174,-0.436,0.228,0.820019929
0,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,TRUE,LT,-13.221,0.189,0.164,0.176,-0.219,0.22,0.827193241
1,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,TRUE,ID,-12.3,0.182,0.164,0.17,-0.212,0.214,0.827193241
2,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,TRUE,LS,-12.57,0.184,0.158,0.171,-0.192,0.218,0.827193241
0,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,TRUE,LT,-13.416,0.19,0.157,0.166,-0.212,0.21,0.762919694
1,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,TRUE,ID,-11.263,0.183,0.144,0.16,-0.186,0.211,0.762919694
2,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,TRUE,LS,-12.648,0.187,0.151,0.162,-0.168,0.206,0.762919694
0,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,TRUE,LT,-14.41,0.199,0.164,0.168,-0.441,0.232,0.685662393
1,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,TRUE,ID,-11.82,0.182,0.147,0.157,-0.379,0.225,0.685662393
2,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,TRUE,LS,-13.344,0.192,0.158,0.16,-0.379,0.228,0.685662393
0,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,TRUE,LT,-16.968,0.214,0.182,0.185,-0.574,0.249,0.821022542
1,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,TRUE,ID,-15.202,0.199,0.168,0.175,-0.536,0.244,0.821022542
2,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,TRUE,LS,-16.566,0.21,0.176,0.179,-0.539,0.245,0.821022542
0,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,TRUE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,TRUE,LT,-14.766,0.201,0.17,0.171,-0.495,0.236,0.724176835
1,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,TRUE,ID,-14.512,0.202,0.17,0.172,-0.562,0.242,0.724176835
2,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,TRUE,LS,-13.898,0.194,0.163,0.164,-0.456,0.232,0.724176835
0,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,TRUE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,TRUE,LT,-17.408,0.22,0.187,0.183,-0.792,0.266,0.70084024
1,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,TRUE,ID,-14.948,0.205,0.172,0.174,-0.744,0.254,0.70084024
2,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,TRUE,LS,-17.034,0.215,0.182,0.178,-0.78,0.263,0.70084024
0,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,FALSE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,TRUE,LT,-13.856,0.196,0.166,0.174,-0.523,0.239,0.696484248
1,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,TRUE,ID,-11.681,0.18,0.15,0.162,-0.425,0.227,0.696484248
2,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,TRUE,LS,-13.093,0.19,0.16,0.169,-0.472,0.236,0.696484248
0,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.07,FALSE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,TRUE,LT,-15.256,0.205,0.176,0.174,-0.709,0.252,0.697136948
1,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,TRUE,ID,-11.748,0.188,0.159,0.164,-0.572,0.239,0.697136948
2,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,TRUE,LS,-14.292,0.2,0.169,0.166,-0.656,0.248,0.697136948
0,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,TRUE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,TRUE,LT,-16.53,0.214,0.174,0.17,-0.578,0.246,0.700211797
1,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,TRUE,ID,-15.843,0.208,0.164,0.167,-0.478,0.238,0.700211797
2,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,TRUE,LS,-15.964,0.21,0.168,0.163,-0.534,0.243,0.700211797
0,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,TRUE,LT,-15.676,0.21,0.187,0.187,-0.549,0.241,0.62205425
1,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,TRUE,ID,-13.172,0.192,0.166,0.173,-0.408,0.231,0.62205425
2,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,TRUE,LS,-14.578,0.204,0.179,0.18,-0.51,0.238,0.62205425
0,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,FALSE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,TRUE,LT,-12.458,0.192,0.156,0.167,-0.567,0.246,0.778217201
1,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,TRUE,ID,-8.997,0.168,0.134,0.15,-0.436,0.234,0.778217201
2,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,TRUE,LS,-11.98,0.188,0.152,0.162,-0.546,0.244,0.778217201
0,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,CS,ROPE,0.2,FALSE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-37.458,0.314,0.308,0.315,-3.546,0.416,0.545140473
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-37.79,0.315,0.311,0.319,-3.567,0.418,0.545140473
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-38.02,0.315,0.31,0.316,-3.576,0.418,0.545140473
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-37.458,0.314,0.308,0.315,-3.546,0.416,0.545140473
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-37.79,0.315,0.311,0.319,-3.567,0.418,0.545140473
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-38.02,0.315,0.31,0.316,-3.576,0.418,0.545140473
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,,,,,,,
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,,,,,,,
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,,,,,,,
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-39.985,0.322,0.318,0.325,-3.869,0.424,0.626374198
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-39.985,0.322,0.318,0.325,-3.883,0.424,0.626374198
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-39.985,0.322,0.318,0.325,-3.876,0.424,0.626374198
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-39.985,0.322,0.318,0.325,-3.869,0.424,0.626374198
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-39.985,0.322,0.318,0.325,-3.883,0.424,0.626374198
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-39.985,0.322,0.318,0.325,-3.876,0.424,0.626374198
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-32.633,0.294,0.28,0.302,-2.855,0.38,0.124625624
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-32.431,0.295,0.282,0.304,-2.861,0.378,0.124625624
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-32.935,0.294,0.281,0.302,-2.886,0.381,0.124625624
0,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-32.633,0.294,0.28,0.302,-2.855,0.38,0.124625624
1,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-32.431,0.295,0.282,0.304,-2.861,0.378,0.124625624
2,0.5,mean,log,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-32.935,0.294,0.281,0.302,-2.886,0.381,0.124625624
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-23.178,0.249,0.228,0.17,-1.213,0.288,0.480972838
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-22.842,0.251,0.225,0.186,-1.246,0.289,0.480972838
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-23.252,0.25,0.226,0.17,-1.238,0.288,0.480972838
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-23.178,0.249,0.228,0.17,-1.213,0.288,0.480972838
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-22.842,0.251,0.225,0.186,-1.246,0.289,0.480972838
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-23.252,0.25,0.226,0.17,-1.238,0.288,0.480972838
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-16.739,0.216,0.196,0.221,0.036,0.196,0.237401483
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-16.644,0.218,0.199,0.23,0.046,0.195,0.237401483
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-16.668,0.216,0.196,0.222,0.02,0.198,0.237401483
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-16.739,0.216,0.196,0.221,0.036,0.196,0.237401483
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-16.644,0.218,0.199,0.23,0.046,0.195,0.237401483
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-16.668,0.216,0.196,0.222,0.02,0.198,0.237401483
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-25.239,0.264,0.234,0.178,-1.573,0.308,0.576923633
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-24.486,0.263,0.244,0.19,-1.504,0.308,0.576923633
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-25.36,0.264,0.234,0.18,-1.588,0.309,0.576923633
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-25.239,0.264,0.234,0.178,-1.573,0.308,0.576923633
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-24.486,0.263,0.244,0.19,-1.504,0.308,0.576923633
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-25.36,0.264,0.234,0.18,-1.588,0.309,0.576923633
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-14.64,0.204,0.188,0.212,-0.028,0.202,0.365424833
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-15.288,0.21,0.192,0.222,-0.023,0.201,0.365424833
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-14.374,0.203,0.187,0.211,-0.047,0.203,0.365424833
0,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-14.64,0.204,0.188,0.212,-0.028,0.202,0.365424833
1,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-15.288,0.21,0.192,0.222,-0.023,0.201,0.365424833
2,0.5,mean,log,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-14.374,0.203,0.187,0.211,-0.047,0.203,0.365424833
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-18.919,0.226,0.196,0.217,-0.247,0.214,0.339610843
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-17.667,0.216,0.186,0.206,-0.143,0.206,0.339610843
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-18.694,0.226,0.194,0.214,-0.252,0.213,0.339610843
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-18.919,0.226,0.196,0.217,-0.247,0.214,0.339610843
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-17.667,0.216,0.186,0.206,-0.143,0.206,0.339610843
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-18.694,0.226,0.194,0.214,-0.252,0.213,0.339610843
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-17.491,0.217,0.19,0.228,0.33,0.158,0.091140899
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-14.895,0.202,0.18,0.22,0.436,0.146,0.091140899
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-17.042,0.214,0.188,0.227,0.368,0.156,0.091140899
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-17.491,0.217,0.19,0.228,0.33,0.158,0.091140899
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-14.895,0.202,0.18,0.22,0.436,0.146,0.091140899
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-17.042,0.214,0.188,0.227,0.368,0.156,0.091140899
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-18.786,0.227,0.201,0.196,-0.481,0.233,0.475310813
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-18.373,0.224,0.188,0.2,-0.442,0.231,0.475310813
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-18.665,0.226,0.2,0.193,-0.49,0.232,0.475310813
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-18.786,0.227,0.201,0.196,-0.481,0.233,0.475310813
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-18.373,0.224,0.188,0.2,-0.442,0.231,0.475310813
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-18.665,0.226,0.2,0.193,-0.49,0.232,0.475310813
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-17.32,0.215,0.182,0.22,0.213,0.174,0.275916374
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-15.196,0.204,0.182,0.217,0.276,0.166,0.275916374
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-17.108,0.214,0.18,0.219,0.238,0.175,0.275916374
0,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-17.32,0.215,0.182,0.22,0.213,0.174,0.275916374
1,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-15.196,0.204,0.182,0.217,0.276,0.166,0.275916374
2,0.5,mean,log,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-17.108,0.214,0.18,0.219,0.238,0.175,0.275916374
0,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LT,-11.666,0.176,0.152,0.166,-0.43,0.224,0.092152212
1,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,ID,-9.487,0.169,0.14,0.16,-0.288,0.22,0.092152212
2,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LS,-10.774,0.171,0.144,0.16,-0.38,0.22,0.092152212
0,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,,,,,,,
0,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-13.832,0.194,0.173,0.168,-0.355,0.233,0.104070725
1,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-13.426,0.197,0.164,0.172,-0.422,0.23,0.104070725
2,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-12.732,0.19,0.166,0.162,-0.303,0.228,0.104070725
0,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-12.407,0.186,0.164,0.17,-0.589,0.246,0.111967745
1,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-10.738,0.177,0.144,0.163,-0.499,0.242,0.111967745
2,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-11.611,0.18,0.157,0.164,-0.554,0.242,0.111967745
0,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,0.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,,,,,,,
1,0.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,,,,,,,
2,0.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,,,,,,,
