    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   48   92        68   72        0.25028            1.49675        1.54468         0.79405E+01    0.79405E+01    0
   58   83        69   72       -0.64648            1.76851        1.70380         0.21933E+02    0.17343E+02    1
   56   85        69   72       -0.34987            1.71846        1.67913         0.15779E+02    0.15112E+02    1
   54   87        69   72       -0.37397            1.68515        1.63310         0.11920E+02    0.11920E+02    0
   64   78        70   72       -0.35365            2.45976        2.42858         0.33261E+02    0.27720E+02    1
   62   80        70   72       -0.61866            2.06149        2.00189         0.28372E+02    0.21091E+02    1
   60   82        70   72       -0.34872            1.88552        1.84691         0.20006E+02    0.16857E+02    1
   70   73        71   72       -2.42300           17.34026       16.71887         0.92811E+02    0.66397E+02    1
   66   77        71   72        0.93068            3.44227        3.53739         0.34141E+02    0.34141E+02    0
   50  108        76   82       -0.01961            1.37554        1.37127         0.63151E+01    0.63151E+01    0
   48  110        76   82        0.09646            1.35314        1.37740         0.54292E+01    0.54292E+01    0
   46  112        76   82        0.08714            1.36150        1.38637         0.48153E+01    0.48153E+01    0
   56  103        77   82       -0.26693            1.53138        1.48627         0.89277E+01    0.89277E+01    0
   54  105        77   82       -0.16853            1.49833        1.46462         0.74058E+01    0.74058E+01    0
   52  107        77   82       -0.11939            1.45393        1.42607         0.61707E+01    0.61707E+01    0
   62   98        78   82       -0.78118            1.51778        1.42272         0.12078E+02    0.12078E+02    0
   60  100        78   82       -0.54686            1.50364        1.42096         0.96692E+01    0.96692E+01    0
   58  102        78   82       -0.39061            1.51924        1.44737         0.80598E+01    0.80598E+01    0
   68   93        79   82       -0.49964            1.60126        1.55566         0.19858E+02    0.17297E+02    1
   66   95        79   82       -0.51667            1.54510        1.48984         0.14187E+02    0.14187E+02    0
   64   97        79   82       -0.48764            1.52440        1.45700         0.10783E+02    0.10783E+02    0
   72   90        80   82        0.21715            1.58912        1.60458         0.25292E+02    0.22428E+02    1
   70   92        80   82       -0.15793            1.46114        1.44633         0.15503E+02    0.15503E+02    0
   80   83        81   82       -2.75314           22.62556       21.56262         0.98700E+02    0.57215E+02    1
   76   87        81   82        1.94464            2.31203        2.46102         0.31139E+02    0.31139E+02    0
  117  120       118  119       -1.48150           15.07523       14.79065         0.89855E+02    0.77738E+02    1
   91  116       102  105       -0.38980            1.88889        1.85464         0.23425E+02    0.21301E+02    1
   89  118       102  105       -0.46800            1.80176        1.75151         0.16544E+02    0.16544E+02    0
   87  120       102  105       -0.73743            1.76383        1.66260         0.12477E+02    0.12477E+02    0
   97  111       103  105       -1.61486            2.45056        2.28789         0.33232E+02    0.23510E+02    1
   95  113       103  105       -1.25686            2.17904        2.05189         0.28738E+02    0.20905E+02    1
   93  115       103  105       -0.90426            2.05177        1.95196         0.21770E+02    0.18133E+02    1
  103  106       104  105        0.74258           10.08822       10.18012         0.81885E+02    0.81885E+02    0
  101  108       104  105       -1.25698            4.56096        4.43542         0.45035E+02    0.45035E+02    0
   99  110       104  105       -0.65349            2.59501        2.53738         0.31981E+02    0.29098E+02    1
   60  118        86   92       -0.09263            1.37853        1.35850         0.63288E+01    0.63288E+01    0
   58  120        86   92       -0.27221            1.39282        1.32661         0.55884E+01    0.55884E+01    0
   66  113        87   92       -0.10540            1.39630        1.37834         0.81402E+01    0.81402E+01    0
   64  115        87   92       -0.05095            1.38225        1.37198         0.68320E+01    0.68320E+01    0
   62  117        87   92       -0.02894            1.37905        1.37225         0.58529E+01    0.58529E+01    0
   70  110        88   92       -0.24831            1.43830        1.40020         0.92490E+01    0.92490E+01    0
   68  112        88   92       -0.19054            1.42707        1.39160         0.75708E+01    0.75708E+01    0
   76  105        89   92       -0.69903            1.63499        1.54878         0.15013E+02    0.12905E+02    1
   74  107        89   92       -0.35174            1.57262        1.52367         0.11124E+02    0.11124E+02    0
   82  100        90   92       -1.45667            1.73559        1.59432         0.27265E+02    0.17158E+02    1
   80  102        90   92       -1.05651            1.71495        1.58725         0.18196E+02    0.13654E+02    1
   88   95        91   92        3.25521            2.69459        2.98853         0.39875E+02    0.31441E+02    1
   86   97        91   92       -0.08656            1.75450        1.74911         0.29214E+02    0.28110E+02    1
   92   97        71  118       -0.01806            1.34277        1.33968         0.78282E+01    0.78282E+01    0
  116  119       117  118       -0.37887           12.82282       12.76681         0.86555E+02    0.86555E+02    0
   43  105        71   77        0.11549            1.45003        1.47910         0.58180E+01    0.58180E+01    0
   41  107        71   77        0.01406            1.46539        1.46938         0.51828E+01    0.51828E+01    0
   51   98        72   77       -0.37484            1.40789        1.34504         0.82078E+01    0.82078E+01    0
   49  100        72   77       -0.14442            1.39341        1.36449         0.68872E+01    0.68872E+01    0
   47  102        72   77       -0.09973            1.40997        1.38667         0.59841E+01    0.59841E+01    0
   57   93        73   77       -0.34610            1.43080        1.38796         0.11386E+02    0.11386E+02    0
   55   95        73   77       -0.34315            1.40354        1.35118         0.90255E+01    0.90255E+01    0
   53   97        73   77       -0.24331            1.38778        1.34267         0.73624E+01    0.73624E+01    0
   61   90        74   77       -0.74603            1.44858        1.36957         0.13301E+02    0.13301E+02    0
   59   92        74   77       -0.49272            1.40520        1.33724         0.99398E+01    0.99398E+01    0
   69   83        75   77        0.38137            1.73824        1.75997         0.30695E+02    0.30695E+02    0
   67   85        75   77       -1.01398            1.57692        1.50238         0.25097E+02    0.20941E+02    1
   65   87        75   77       -1.01603            1.43074        1.33811         0.15181E+02    0.15181E+02    0
   75   78        76   77       -1.44387           12.07675       11.86734         0.85363E+02    0.82547E+02    1
   48  106        74   80        0.33928            1.33811        1.41409         0.61433E+01    0.61433E+01    0
   46  108        74   80        0.18739            1.37322        1.42073         0.55098E+01    0.55098E+01    0
   44  110        74   80        0.12299            1.39072        1.42593         0.49187E+01    0.49187E+01    0
   54  101        75   80       -0.16343            1.46540        1.43763         0.85431E+01    0.85431E+01    0
   52  103        75   80        0.05943            1.41780        1.42987         0.70077E+01    0.70077E+01    0
   50  105        75   80        0.29343            1.34269        1.41364         0.56985E+01    0.56985E+01    0
   60   96        76   80       -0.28003            1.45438        1.41961         0.11574E+02    0.11574E+02    0
   58   98        76   80       -0.33447            1.49083        1.43972         0.95868E+01    0.95868E+01    0
   66   91        77   80       -0.89900            1.73328        1.64102         0.21496E+02    0.16436E+02    1
   64   93        77   80       -0.61339            1.61751        1.55073         0.14852E+02    0.14549E+02    1
   62   95        77   80       -0.59725            1.61439        1.53212         0.11419E+02    0.11419E+02    0
   72   86        78   80       -0.87880            2.15593        2.07521         0.32262E+02    0.23028E+02    1
   70   88        78   80       -1.24416            1.87991        1.75064         0.27774E+02    0.17465E+02    1
   68   90        78   80       -1.13514            1.83537        1.69271         0.19474E+02    0.14029E+02    1
   78   81        79   80       -1.84194           23.11880       22.47254         0.99194E+02    0.64967E+02    1
   74   85        79   80        1.60034            2.70113        2.83843         0.32279E+02    0.32279E+02    0
   53  111        79   85       -0.04750            1.32133        1.31102         0.60662E+01    0.60662E+01    0
   51  113        79   85        0.00713            1.30956        1.31134         0.52544E+01    0.52544E+01    0
   49  115        79   85        0.10242            1.29792        1.32720         0.45904E+01    0.45904E+01    0
   59  106        80   85       -0.14718            1.30205        1.27705         0.75908E+01    0.75908E+01    0
   57  108        80   85       -0.09004            1.28221        1.26412         0.63376E+01    0.63376E+01    0
   55  110        80   85       -0.03476            1.25176        1.24360         0.53126E+01    0.53126E+01    0
   65  101        81   85       -0.46281            1.37299        1.31605         0.10926E+02    0.10926E+02    0
   63  103        81   85       -0.23341            1.37226        1.33644         0.88243E+01    0.88243E+01    0
   61  105        81   85       -0.10766            1.35640        1.33626         0.71959E+01    0.71959E+01    0
   71   96        82   85       -0.61653            1.33656        1.28300         0.16576E+02    0.15075E+02    1
   69   98        82   85       -0.71345            1.35022        1.27471         0.12398E+02    0.12398E+02    0
   67  100        82   85       -0.56286            1.33021        1.25297         0.94093E+01    0.94093E+01    0
   77   91        83   85        0.07441            1.55433        1.55863         0.29911E+02    0.26971E+02    1
   75   93        83   85       -0.57327            1.47679        1.43056         0.23504E+02    0.18026E+02    1
   73   95        83   85       -0.44958            1.40082        1.35721         0.14863E+02    0.14213E+02    1
   83   86        84   85       -0.93428           14.94486       14.73732         0.89675E+02    0.66808E+02    1
   81   88        84   85        3.07762            3.01697        3.34437         0.40930E+02    0.29872E+02    1
   79   90        84   85        0.97597            1.82344        1.88483         0.29475E+02    0.29475E+02    0
   69  116        90   95        0.00195            1.46391        1.46424         0.85344E+01    0.85344E+01    0
   67  118        90   95       -0.09934            1.44792        1.42796         0.71566E+01    0.71566E+01    0
   65  120        90   95       -0.26982            1.42677        1.36459         0.60554E+01    0.60554E+01    0
   75  111        91   95       -0.28551            1.46453        1.42909         0.11654E+02    0.11654E+02    0
   73  113        91   95       -0.04774            1.43283        1.42542         0.92138E+01    0.92138E+01    0
   71  115        91   95        0.00726            1.41425        1.41562         0.75028E+01    0.75028E+01    0
   81  106        92   95       -0.89892            1.61907        1.52382         0.20079E+02    0.14826E+02    1
   79  108        92   95       -0.62158            1.56501        1.49362         0.14370E+02    0.13313E+02    1
   77  110        92   95       -0.28424            1.50059        1.46094         0.10615E+02    0.10615E+02    0
   87  101        93   95       -1.13078            1.79060        1.69294         0.30906E+02    0.20162E+02    1
   85  103        93   95       -1.29639            1.70945        1.58146         0.27170E+02    0.16658E+02    1
   83  105        93   95       -0.92615            1.60809        1.49931         0.17062E+02    0.13223E+02    1
   93   96        94   95       -1.12167           16.03260       15.75533         0.91144E+02    0.64296E+02    1
   91   98        94   95        0.65696            4.46648        4.53243         0.44817E+02    0.44817E+02    0
   89  100        94   95        0.16663            2.28152        2.29492         0.31043E+02    0.28450E+02    1
   69  120        92   97       -0.27487            1.34598        1.29150         0.66528E+01    0.66528E+01    0
   77  113        93   97       -0.09872            1.30925        1.29691         0.10419E+02    0.10419E+02    0
   75  115        93   97        0.00537            1.31872        1.31955         0.84800E+01    0.84800E+01    0
   73  117        93   97        0.05618            1.29899        1.30962         0.68913E+01    0.68913E+01    0
   83  108        94   97       -0.52520            1.47337        1.42570         0.18272E+02    0.15968E+02    1
   81  110        94   97       -0.25183            1.41006        1.38290         0.12947E+02    0.12947E+02    0
   79  112        94   97       -0.11335            1.37432        1.35838         0.97213E+01    0.97213E+01    0
   89  103        95   97       -0.11565            1.55509        1.54812         0.29915E+02    0.25735E+02    1
   87  105        95   97       -0.14218            1.40024        1.38974         0.22286E+02    0.18889E+02    1
   85  107        95   97       -0.26384            1.29722        1.27259         0.13764E+02    0.13764E+02    0
   95   98        96   97       -2.45938           13.46633       12.90065         0.87541E+02    0.57309E+02    1
   93  100        96   97        1.37791            3.07236        3.19338         0.41103E+02    0.35665E+02    1
   91  102        96   97        0.38102            1.87997        1.90425         0.29684E+02    0.29684E+02    0
   84  120       100  104       -0.87339            1.60029        1.49421         0.12735E+02    0.12735E+02    0
   90  115       101  104       -0.55130            1.74045        1.69656         0.21584E+02    0.21584E+02    0
   88  117       101  104       -0.23358            1.68273        1.65748         0.15451E+02    0.15451E+02    0
   86  119       101  104       -0.77354            1.66144        1.55560         0.11752E+02    0.11752E+02    0
   96  110       102  104       -0.90054            2.53777        2.45236         0.33502E+02    0.26307E+02    1
   94  112       102  104       -1.00657            2.10966        2.02190         0.28524E+02    0.23690E+02    1
   92  114       102  104       -0.60507            1.96844        1.91223         0.20886E+02    0.20886E+02    0
  102  105       103  104       -1.42211           13.61679       13.30544         0.87766E+02    0.61483E+02    1
  100  107       103  104        1.31452            5.07135        5.21787         0.46153E+02    0.46153E+02    0
   98  109       103  104       -1.69174            3.46074        3.23379         0.34183E+02    0.24941E+02    1
   99  102        88  113       -0.29344            1.40753        1.38407         0.17456E+02    0.17456E+02    0
  105  119       111  113       -2.29217            2.51200        2.32588         0.33423E+02    0.29777E+02    1
  111  114       112  113       -0.02354           11.80222       11.79895         0.84911E+02    0.84911E+02    0
  109  116       112  113        0.29689            5.08501        5.11956         0.46182E+02    0.43850E+02    1
   82  118        98  102       -0.41579            1.40078        1.34949         0.11147E+02    0.11147E+02    0
   80  120        98  102       -0.56919            1.37890        1.29317         0.88670E+01    0.88670E+01    0
   86  115        99  102       -0.14308            1.37918        1.36368         0.12664E+02    0.12664E+02    0
   84  117        99  102       -0.13273            1.35791        1.33928         0.96053E+01    0.96053E+01    0
   94  108       100  102       -0.93702            1.82934        1.76607         0.31059E+02    0.26620E+02    1
   90  112       100  102       -0.65258            1.45701        1.39679         0.15459E+02    0.15459E+02    0
  100  103       101  102       -2.01966           11.27251       10.99578         0.84014E+02    0.81256E+02    1
   98  105       101  102        2.86733            3.07650        3.36832         0.41116E+02    0.31640E+02    1
   96  107       101  102       -0.12636            1.90325        1.89519         0.29769E+02    0.29769E+02    0
  106  120       112  114       -1.35044            2.55233        2.45163         0.33546E+02    0.33546E+02    0
  112  115       113  114       -3.40409           17.13616       16.11356         0.92557E+02    0.55324E+02    1
  110  117       113  114        2.12286            5.42447        5.78714         0.46877E+02    0.32801E+02    1
  108  119       113  114       -0.69740            3.23116        3.16487         0.33645E+02    0.33645E+02    0
   93  118       104  107       -0.71996            1.94291        1.86718         0.24095E+02    0.18107E+02    1
   91  120       104  107       -0.96158            1.86242        1.74031         0.17101E+02    0.14180E+02    1
   99  113       105  107        0.12133            2.39312        2.40202         0.33050E+02    0.32683E+02    1
   97  115       105  107       -0.74353            2.16531        2.09816         0.28696E+02    0.23600E+02    1
   95  117       105  107       -0.50650            2.08196        2.02567         0.22090E+02    0.18479E+02    1
  103  110       106  107       -0.26687            5.65445        5.62209         0.47329E+02    0.46494E+02    1
  101  112       106  107        0.51387            3.00038        3.04736         0.33073E+02    0.33073E+02    0
  115  118       116  117        0.03690           17.50677       17.51371         0.93017E+02    0.93017E+02    0
  113  120       116  117        1.41115            5.76385        5.93751         0.47540E+02    0.47540E+02    0
