,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch
,Mixed / non conventional,3.50,24.50,13.00,15.00,16.43,0.032,44.60,15.966,166.726,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,50,27,31,0,0,0,0,3,0.000,175,29,1.048,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.53,37.3,22/08/2023 16:17:15,0,0
,Mixed / non conventional,3.50,25.50,13.50,15.50,17.46,0.047,6.72,15.709,169.620,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,52,28,32,0,0,0,0,3,0.000,167,28,0.986,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,37.3,22/08/2023 16:17:18,0,0
,Mixed / non conventional,3.50,26.50,14.00,16.00,17.67,0.087,120.86,15.372,179.389,500,2.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,54,29,33,0,0,0,0,3,0.000,212,38,1.180,00.000000,00.000000,,23082201,1,0,12.46,0.0,12.53,37.3,22/08/2023 16:17:21,0,0
,Mixed / non conventional,3.50,27.00,14.00,16.50,17.37,0.06,38.49,15.880,156.847,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,55,29,34,0,0,0,0,3,0.000,209,33,1.333,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.55,37.3,22/08/2023 16:17:25,0,0
,Mixed / non conventional,3.50,28.00,14.50,17.00,16.79,0.15,-26.84,15.759,175.158,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,57,30,35,0,0,0,0,3,0.000,215,38,1.226,00.000000,00.000000,,23082201,1,0,12.46,0.0,12.53,37.3,22/08/2023 16:17:28,0,0
,Mixed / non conventional,3.50,29.00,15.00,17.50,17.12,0.026,7.21,15.947,188.492,500,2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,59,31,36,0,0,0,0,3,0.000,223,42,1.183,00.000000,00.000000,,23082201,1,0,12.43,0.0,12.50,37.3,22/08/2023 16:17:32,0,0
,Mixed / non conventional,4.00,5.50,4.50,5.00,48.10,0.14,-38.09,18.773,1.226,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,12,10,11,0,0,0,0,3,0.000,1,0,0.926,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.53,37.3,22/08/2023 16:17:35,0,0
,Mixed / non conventional,4.00,6.50,5.00,5.50,32.64,0.99,107.55,14.609,4.218,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,14,11,12,0,0,0,0,3,0.000,7,0,1.630,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,37.3,22/08/2023 16:17:38,0,0
,Mixed / non conventional,4.00,7.50,5.50,6.00,19.45,0.047,-55.42,15.400,14.924,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,16,12,13,0,0,0,0,3,0.000,23,0,1.522,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,36.8,22/08/2023 16:17:42,0,0
,Mixed / non conventional,4.00,8.50,6.00,6.50,13.31,0.84,173.46,14.392,33.965,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,18,13,14,0,0,0,0,3,0.000,40,1,1.182,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,37.3,22/08/2023 16:17:45,0,0
,Mixed / non conventional,4.00,9.50,6.50,7.00,12.34,0.25,-93.34,16.732,63.922,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,20,14,15,0,0,0,0,3,0.000,94,6,1.464,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.3,22/08/2023 16:17:48,0,0
,Mixed / non conventional,4.00,10.50,7.00,7.50,13.17,0.46,167.43,14.243,71.371,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,22,15,16,0,0,0,0,3,0.000,75,5,1.046,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.53,37.3,22/08/2023 16:17:52,0,0
,Mixed / non conventional,4.00,11.00,7.00,8.00,11.60,0.04,65.84,15.572,50.607,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,23,15,17,0,0,0,0,3,0.000,65,3,1.293,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.8,22/08/2023 16:17:55,0,0
,Mixed / non conventional,4.00,12.00,7.50,8.50,10.00,0.085,137.48,15.349,75.918,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,25,16,18,0,0,0,0,3,0.000,91,7,1.205,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.3,22/08/2023 16:17:58,0,0
,Mixed / non conventional,4.00,13.00,8.00,9.00,10.83,0.061,0.81,15.648,90.818,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,27,17,19,0,0,0,0,3,0.000,109,10,1.203,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,37.3,22/08/2023 16:18:02,0,0
,Mixed / non conventional,4.00,14.00,8.50,9.50,12.49,0.097,-69.30,15.105,94.000,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,29,18,20,0,0,0,0,3,0.000,125,12,1.333,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,37.3,22/08/2023 16:18:05,0,0
,Mixed / non conventional,4.00,15.00,9.00,10.00,12.99,0.054,-2.67,15.632,113.394,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,31,19,21,0,0,0,0,3,0.000,131,15,1.151,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,37.3,22/08/2023 16:18:08,0,0
,Mixed / non conventional,4.00,16.00,9.50,10.50,12.28,0.056,63.34,15.600,142.667,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,33,20,22,0,0,0,0,3,0.000,153,22,1.072,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,37.8,22/08/2023 16:18:12,0,0
,Mixed / non conventional,4.00,16.50,9.50,11.00,12.42,0,19.38,15.330,99.564,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,34,20,23,0,0,0,0,3,0.000,113,11,1.134,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,37.3,22/08/2023 16:18:15,0,0
,Mixed / non conventional,4.00,17.50,10.00,11.50,12.73,0.071,16.15,15.731,116.484,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,36,21,24,0,0,0,0,3,0.000,141,16,1.208,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,37.8,22/08/2023 16:18:19,0,0
,Mixed / non conventional,4.00,18.50,10.50,12.00,13.10,0.051,-0.49,15.391,127.911,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,38,22,25,0,0,0,0,3,0.000,159,20,1.245,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.53,37.3,22/08/2023 16:18:22,0,0
,Mixed / non conventional,4.00,19.50,11.00,12.50,13.26,0.029,-81.19,16.335,153.458,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,40,23,26,0,0,0,0,3,0.000,173,26,1.124,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,37.8,22/08/2023 16:18:25,0,0
,Mixed / non conventional,4.00,20.50,11.50,13.00,13.89,0.082,71.59,15.054,153.231,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,42,24,27,0,0,0,0,3,0.000,161,25,1.053,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,37.3,22/08/2023 16:18:29,0,0
,Mixed / non conventional,4.00,21.50,12.00,13.50,14.68,0.081,-48.78,16.192,175.523,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,44,25,28,0,0,0,0,3,0.000,208,37,1.185,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.55,37.3,22/08/2023 16:18:32,0,0
,Mixed / non conventional,4.00,22.00,12.00,14.00,14.87,0.068,-18.19,15.527,131.209,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,45,25,29,0,0,0,0,3,0.000,155,20,1.181,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,37.3,22/08/2023 16:18:35,0,0
,Mixed / non conventional,4.00,23.00,12.50,14.50,15.89,0.038,39.20,15.750,138.946,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,47,26,30,0,0,0,0,3,0.000,154,21,1.107,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,37.8,22/08/2023 16:18:39,0,0
,Mixed / non conventional,4.00,24.00,13.00,15.00,16.23,0.058,50.07,15.508,148.623,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,49,27,31,0,0,0,0,3,0.000,153,23,1.027,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,37.8,22/08/2023 16:18:42,0,0
,Mixed / non conventional,4.00,25.00,13.50,15.50,17.31,0.052,-3.26,15.632,154.951,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,51,28,32,0,0,0,0,3,0.000,145,22,0.936,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.57,37.8,22/08/2023 16:18:45,0,0
,Mixed / non conventional,4.00,26.00,14.00,16.00,17.41,0.033,60.70,15.604,168.909,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,53,29,33,0,0,0,0,3,0.000,157,27,0.930,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,37.8,22/08/2023 16:18:49,0,0
,Mixed / non conventional,4.00,27.00,14.50,16.50,17.25,0.052,79.94,15.238,182.111,500,2.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,55,30,34,0,0,0,0,3,0.000,225,41,1.236,00.000000,00.000000,,23082201,1,0,12.46,0.0,12.55,37.8,22/08/2023 16:18:52,0,0
,Mixed / non conventional,4.00,27.50,14.50,17.00,16.62,0.077,-46.55,15.788,162.978,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,56,30,35,0,0,0,0,3,0.000,175,29,1.076,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.57,37.8,22/08/2023 16:18:56,0,0
,Mixed / non conventional,4.00,28.50,15.00,17.50,16.95,0.067,23.00,15.782,173.783,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,58,31,36,0,0,0,0,3,0.000,181,31,1.041,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.55,37.3,22/08/2023 16:18:59,0,0
,Mixed / non conventional,4.00,29.50,15.50,18.00,16.16,0.027,1.90,15.785,197.655,500,2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,60,32,37,0,0,0,0,3,0.000,212,42,1.070,00.000000,00.000000,,23082201,1,0,12.43,0.0,12.55,37.8,22/08/2023 16:19:02,0,0
,Mixed / non conventional,4.50,6.00,5.00,5.50,47.70,0.16,95.61,22.204,1.462,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,13,11,12,0,0,0,0,3,0.000,1,0,0.948,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,37.8,22/08/2023 16:19:06,0,0
,Mixed / non conventional,4.50,7.00,5.50,6.00,28.72,1.3,29.39,15.070,4.945,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,15,12,13,0,0,0,0,3,0.000,7,0,1.453,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.39,37.8,22/08/2023 16:19:09,0,0
,Mixed / non conventional,4.50,8.00,6.00,6.50,16.67,0.028,-7.39,15.410,17.421,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,17,13,14,0,0,0,0,3,0.000,20,0,1.139,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.53,37.8,22/08/2023 16:19:13,0,0
,Mixed / non conventional,4.50,9.00,6.50,7.00,13.53,0.56,-98.99,16.627,38.608,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,19,14,15,0,0,0,0,3,0.000,55,2,1.418,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.8,22/08/2023 16:19:16,0,0
,Mixed / non conventional,4.50,10.00,7.00,7.50,12.89,0.21,130.09,14.968,54.716,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,21,15,16,0,0,0,0,3,0.000,65,4,1.182,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,37.8,22/08/2023 16:19:20,0,0
,Mixed / non conventional,4.50,11.00,7.50,8.00,9.48,0.51,166.14,13.652,95.055,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,23,16,17,0,0,0,0,3,0.000,112,11,1.181,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,38.2,22/08/2023 16:19:23,0,0
,Mixed / non conventional,4.50,11.50,7.50,8.50,9.43,0.035,111.87,15.537,62.130,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,24,16,18,0,0,0,0,3,0.000,65,4,1.053,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.8,22/08/2023 16:19:26,0,0
,Mixed / non conventional,4.50,12.50,8.00,9.00,10.20,0.12,48.67,15.194,73.674,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,26,17,19,0,0,0,0,3,0.000,80,6,1.091,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,37.8,22/08/2023 16:19:30,0,0
,Mixed / non conventional,4.50,13.50,8.50,9.50,11.72,0.065,-81.38,15.623,83.729,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,28,18,20,0,0,0,0,3,0.000,91,8,1.085,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.8,22/08/2023 16:19:33,0,0
,Mixed / non conventional,4.50,14.50,9.00,10.00,12.30,0,5.78,15.623,98.767,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,30,19,21,0,0,0,0,3,0.000,103,10,1.047,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,38.2,22/08/2023 16:19:36,0,0
,Mixed / non conventional,4.50,15.50,9.50,10.50,11.66,0.035,35.59,15.543,125.682,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,32,20,22,0,0,0,0,3,0.000,124,16,0.990,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,37.3,22/08/2023 16:19:40,0,0
,Mixed / non conventional,4.50,16.50,10.00,11.00,11.85,0.05,46.71,15.359,145.603,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,34,21,23,0,0,0,0,3,0.000,149,22,1.023,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,37.8,22/08/2023 16:19:43,0,0
,Mixed / non conventional,4.50,17.00,10.00,11.50,12.20,0.086,53.96,15.594,103.045,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,35,21,24,0,0,0,0,3,0.000,111,11,1.079,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,37.8,22/08/2023 16:19:46,0,0
,Mixed / non conventional,4.50,18.00,10.50,12.00,12.61,0.046,-12.34,15.705,117.414,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,37,22,25,0,0,0,0,3,0.000,126,15,1.071,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,37.8,22/08/2023 16:19:50,0,0
,Mixed / non conventional,4.50,19.00,11.00,12.50,12.80,0.073,-7.99,15.546,132.243,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,39,23,26,0,0,0,0,3,0.000,131,17,0.993,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,37.8,22/08/2023 16:19:53,0,0
,Mixed / non conventional,4.50,20.00,11.50,13.00,13.52,0.08,-143.10,16.294,150.187,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,41,24,27,0,0,0,0,3,0.000,162,24,1.076,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,37.8,22/08/2023 16:19:56,0,0
,Mixed / non conventional,4.50,21.00,12.00,13.50,14.28,0.1,176.56,15.235,150.862,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,43,25,28,0,0,0,0,3,0.000,154,23,1.023,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,38.2,22/08/2023 16:20:00,0,0
,Mixed / non conventional,4.50,22.00,12.50,14.00,15.22,0.064,-100.37,16.189,169.266,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,45,26,29,0,0,0,0,3,0.000,182,31,1.077,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.53,38.2,22/08/2023 16:20:03,0,0
,Mixed / non conventional,4.50,22.50,12.50,14.50,15.57,0.035,62.75,15.550,125.501,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,46,26,30,0,0,0,0,3,0.000,129,16,1.032,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.57,38.2,22/08/2023 16:20:07,0,0
,Mixed / non conventional,4.50,23.50,13.00,15.00,15.82,0.027,37.83,15.588,138.138,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,48,27,31,0,0,0,0,3,0.000,119,16,0.859,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,38.2,22/08/2023 16:20:10,0,0
,Mixed / non conventional,4.50,24.50,13.50,15.50,17.13,0.028,-4.85,15.604,141.645,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,50,28,32,0,0,0,0,3,0.000,121,17,0.856,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,37.8,22/08/2023 16:20:13,0,0
,Mixed / non conventional,4.50,25.50,14.00,16.00,17.20,0,46.46,15.763,157.243,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,52,29,33,0,0,0,0,3,0.000,125,20,0.794,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,38.2,22/08/2023 16:20:17,0,0
,Mixed / non conventional,4.50,26.50,14.50,16.50,16.98,0.083,26.94,15.664,173.854,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,54,30,34,0,0,0,0,3,0.000,172,30,0.988,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.53,37.8,22/08/2023 16:20:20,0,0
,Mixed / non conventional,4.50,27.50,15.00,17.00,16.58,0.071,81.94,15.298,190.216,500,2.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,56,31,35,0,0,0,0,3,0.000,186,35,0.978,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.53,37.8,22/08/2023 16:20:23,0,0
,Mixed / non conventional,4.50,28.00,15.00,17.50,16.74,0.031,12.51,15.855,162.430,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,57,31,36,0,0,0,0,3,0.000,168,27,1.035,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.53,37.8,22/08/2023 16:20:27,0,0
,Mixed / non conventional,4.50,29.00,15.50,18.00,16.03,0,17.66,15.683,182.598,500,1.9e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,59,32,37,0,0,0,0,3,0.000,181,33,0.991,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.55,37.8,22/08/2023 16:20:30,0,0
,Mixed / non conventional,5.00,6.50,5.50,6.00,43.84,0.2,-3.70,14.284,1.024,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,12,13,0,0,0,0,3,0.000,2,0,1.934,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.53,38.2,22/08/2023 16:20:34,0,0
,Mixed / non conventional,5.00,7.50,6.00,6.50,23.06,2.9,80.99,14.291,5.841,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,16,13,14,0,0,0,0,3,0.000,9,0,1.491,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.39,37.8,22/08/2023 16:20:37,0,0
,Mixed / non conventional,5.00,8.50,6.50,7.00,16.08,0.18,-81.50,15.454,18.117,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,18,14,15,0,0,0,0,3,0.000,21,0,1.185,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.55,38.2,22/08/2023 16:20:41,0,0
,Mixed / non conventional,5.00,9.50,7.00,7.50,13.59,0.82,-50.34,17.060,39.428,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,20,15,16,0,0,0,0,3,0.000,58,2,1.464,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,38.2,22/08/2023 16:20:44,0,0
,Mixed / non conventional,5.00,10.50,7.50,8.00,9.26,0.31,142.17,14.624,74.451,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,22,16,17,0,0,0,0,3,0.000,78,6,1.050,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,38.2,22/08/2023 16:20:47,0,0
,Mixed / non conventional,5.00,11.50,8.00,8.50,8.98,0.42,221.06,14.020,103.022,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,24,17,18,0,0,0,0,3,0.000,118,12,1.141,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,38.2,22/08/2023 16:20:51,0,0
,Mixed / non conventional,5.00,12.00,8.00,9.00,9.55,0.034,17.19,15.534,61.327,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,25,17,19,0,0,0,0,3,0.000,72,4,1.181,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,37.8,22/08/2023 16:20:54,0,0
,Mixed / non conventional,5.00,13.00,8.50,9.50,11.04,0.15,-50.85,15.066,67.542,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,27,18,20,0,0,0,0,3,0.000,81,5,1.197,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,38.2,22/08/2023 16:20:57,0,0
,Mixed / non conventional,5.00,14.00,9.00,10.00,11.65,0.047,-1.65,15.626,84.269,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,29,19,21,0,0,0,0,3,0.000,112,9,1.324,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,38.2,22/08/2023 16:21:01,0,0
,Mixed / non conventional,5.00,15.00,9.50,10.50,11.20,0.052,81.04,15.432,107.170,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,31,20,22,0,0,0,0,3,0.000,123,13,1.146,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,38.2,22/08/2023 16:21:04,0,0
,Mixed / non conventional,5.00,16.00,10.00,11.00,11.22,0.051,18.63,15.642,131.359,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,33,21,23,0,0,0,0,3,0.000,140,18,1.065,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,38.2,22/08/2023 16:21:08,0,0
,Mixed / non conventional,5.00,17.00,10.50,11.50,11.99,0.07,25.14,15.594,146.093,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,35,22,24,0,0,0,0,3,0.000,171,25,1.169,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,38.2,22/08/2023 16:21:11,0,0
,Mixed / non conventional,5.00,17.50,10.50,12.00,12.07,0.064,-0.57,15.407,102.895,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,36,22,25,0,0,0,0,3,0.000,124,13,1.202,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,38.2,22/08/2023 16:21:14,0,0
,Mixed / non conventional,5.00,18.50,11.00,12.50,12.26,0.047,-11.54,15.709,120.737,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,38,23,26,0,0,0,0,3,0.000,150,18,1.243,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.53,38.2,22/08/2023 16:21:18,0,0
,Mixed / non conventional,5.00,19.50,11.50,13.00,13.05,0.076,-61.24,15.330,127.907,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,40,24,27,0,0,0,0,3,0.000,143,18,1.121,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,38.2,22/08/2023 16:21:21,0,0
,Mixed / non conventional,5.00,20.50,12.00,13.50,13.89,0.027,-45.01,16.122,144.617,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,42,25,28,0,0,0,0,3,0.000,152,22,1.049,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.53,38.2,22/08/2023 16:21:24,0,0
,Mixed / non conventional,5.00,21.50,12.50,14.00,14.84,0.092,107.01,15.057,143.405,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,44,26,29,0,0,0,0,3,0.000,169,24,1.176,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,38.2,22/08/2023 16:21:28,0,0
,Mixed / non conventional,5.00,22.50,13.00,14.50,15.42,0.07,-33.14,16.424,169.492,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,46,27,30,0,0,0,0,3,0.000,190,32,1.124,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.55,38.2,22/08/2023 16:21:31,0,0
,Mixed / non conventional,5.00,23.00,13.00,15.00,15.50,0.049,56.12,15.486,125.543,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,47,27,31,0,0,0,0,3,0.000,139,17,1.104,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.53,38.2,22/08/2023 16:21:34,0,0
,Mixed / non conventional,5.00,24.00,13.50,15.50,16.83,0.051,-16.35,15.677,130.604,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,49,28,32,0,0,0,0,3,0.000,134,18,1.026,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,38.2,22/08/2023 16:21:38,0,0
,Mixed / non conventional,5.00,25.00,14.00,16.00,17.03,0.068,52.65,15.419,140.763,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,51,29,33,0,0,0,0,3,0.000,131,18,0.932,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,38.2,22/08/2023 16:21:41,0,0
